name,cuisine,address,distinction,author,blurb,price,add_info
"
	Lu Xiang Yuan
",Cuisine Chinese,"133-30 39th Ave., Flushing 11354",[[standing-13]],MICHELIN guide inspectors,"
			The ambience appears unassuming and ordinary, but Lu Xiang Yuan is an outstanding choice for tasty, affordable, regional Qingdao fare. The crowds have calmed, so tables are often available at peak meal times. This is the place to hit for deep bowlfuls of restorative Chinese noodle soups that could carry you through the day-picture translucent bean threads, long slices of dried tofu, and morsels of lamb bobbing among fragrant cilantro, Chinese wolfberries, and black tree mushrooms in a broth enhanced with smoky chili paste. Other intriguing dishes unveil delicate kingfish steaks that have been subtly smoked, gently spiced, and served chilled. The black bone chicken and ginseng soup showcases the dark flesh and deep flavor of its ingredients.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Dim sum
Private dining rooms

, 
Useful information

Address 133-30 39th Ave., Flushing 11354
Phone +17183598600
Website: http://www.tunseng.com


Driving directions

]"
"
	Imperial Palace
",Cuisine Chinese,"40-42 College Point Blvd., Flushing 11354",[[standing-12]],MICHELIN guide inspectors,"
			You might mistake Imperial Palace for one of those red awning-covered restaurants on this strip of Chinese eateries-but don't. While it may share the same lettered signage, wide windows, and nondescript facade, inside find some of the best sticky rice and Dungeness crab Flushing has to offer. Seafood is front and center, with servers promptly presenting everything from deep-fried jumbo shrimp tossed with candied sesame walnuts to shrimp-stuffed tofu with slices of conch. It's easy to plow through all the fresh shellfish dishes with a chilled beer and sweet rice, but try to leave room for the clam casserole: a spicy broth full of Cantonese flavors, loads of onions, and small, briny clams, finished with a sprinkling of crisp coriander stems.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 40-42 College Point Blvd., Flushing 11354
Phone +17183538188
Website: http://www.crazycrab888.com


Driving directions

]"
"
	Sik Gaek
",Cuisine Korean,"59-14A Main St., Flushing 11355",[[standing-12]],MICHELIN guide inspectors,"
			There may be glitzier Korean spots in town, but insanely delicious, exceedingly simple Sik Gaek assures a good time, every time. Dressed in silly costumes, the staff is always having a blast in this seasonally decorated shack-like dining room featuring corrugated metal roofs, street lights, buckets for shells, and walls papered in dollar bills. Booths along the edge are filled with noisy regulars. The kitchen serves the ocean's bounty, starting with a deliciously crisp and gargantuan pancake, pajeon, studded with seafood and kimchi begging to be dipped in enticingly salty soy-sesame sauce. A cloudy soup bobbing with tofu arrives piping hot, boasting that sharp, nutty, telltale flavor of fermented bean curd, and seems to have its own restorative powers.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 59-14A Main St., Flushing 11355
Phone +17188868788


Driving directions

]"
"
	Tong Sam Gyup Goo Yi
",Cuisine Korean,"196-29 Northern Blvd., Flushing 11358",[[standing-13]],MICHELIN guide inspectors,"
			Murray Hill is no stranger to Korean food, but this prized, pig-loving barbecue destination is always packed. Inside, the bright room's décor forgoes all frills to focus on regional specialties. Smiling servers are earnest and hospitable. Begin with the usual but very exquisite banchan like pickled turnips, fermented bean paste soup, and specially aged house kimchi-funky, garlicky, and a total pleasure. Bowls of glassy naengmyun noodles dancing in a chilled broth with kimchi are just as popular. Yet what makes this place unique is that barbecue grill on each table, used for sizzling slices of flavorful duck with miso, garlic cloves, and bean sprouts; spicy, tender bits of octopus; and sweet, fatty pork with soy sauce, red chili paste, and scallions.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Private dining rooms

, 
Useful information

Address 196-29 Northern Blvd., Flushing 11358
Phone +17183576596
Website: http://www.mythosnyc.com


Driving directions

]"
"
	Happy Family Hotpot
",Cuisine Chinese,"196-50 Northern Blvd., Flushing 11358",[[standing-13]],MICHELIN guide inspectors,"
			You'll think you've died and gone to Hong Kong. Every table at this popular Flushing hot pot spot is fitted out with iPads and a square cooker, and the interior is ultra sleek. Think tufted white leather walls and flat-screen televisions dangling over the tables. It's a stylish place to cool your heels but the real star of the show exists within the kitchen's authentic hot pot selection-pork brain, anyone? You can build your own, choosing from 70+ dunkables like tender pork belly that cooks in a flash; paper-thin taro root; tender baby greens; flavorful head-on shrimp; or chewy udon noodles. From there, choose either the mild white broth or an irresistibly spicy red one bobbing with peppercorns. Better yet, get both, also known as a half and half.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Valet parking

, 
Useful information

Address 196-50 Northern Blvd., Flushing 11358
Phone +17182797080


Driving directions

]"
"
	Iki Japanese
",Cuisine Japanese,"86-20 37th Ave., Jackson Heights 11372",[[standing-12]],MICHELIN guide inspectors,"
			This upscale Japanese restaurant tucked into the newly constructed Hyatt Place Hotel is a lovely addition to the Queens dining scene. Duck inside the modern glass façade and you're greeted with curving leather booths; thick wood tables; and beautiful blonde flooring. You've seen this before, you think to yourself, but only in Brooklyn or Manhattan. This is Queens in high heels. Diners can opt for traditional omakase or à la carte: the former might begin with silky house-made tofu, topped with caviar and cool dashi. Then move on to a fresh Dungeness crab salad with yuzu jelly and crab roe; soft shell crab and zucchini flower tempura; soft Wagyu carpaccio dusted with sea salt and truffles; or a bright, rainbow-assortment of fresh sushi.
				","
			From 50 USD
			to 74 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 86-20 37th Ave., Jackson Heights 11372
Phone +17186722224


Driving directions

]"
"
	Nan Xiang Xiao Long Bao
",Cuisine Chinese,"107-01 Corona Ave., Corona 11368",[[standing-13]],MICHELIN guide inspectors,"
			Also known as Nan Xiang Dumpling House, it is easily found among a strip of restaurants reflecting the diversity of Flushing's dominant Asian population. Simply decorated, the comfortable dining room features rows of closely set tables and a mirrored wall that successfully gives the illusion of space. The enjoyable and interesting menu focuses on noodle-filled soups, toothsome stir-fried rice cakes, and the house specialty, juicy dumplings. These are made in-house and have a delicate, silky wrapper encasing a flavorful meatball of ground pork or crab with rich tasting broth. Eating the specialties may take some practice, but take your cue from the slurping crowd: puncture the casing on your spoon to cool the dumplings and avoid scalding your mouth.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch
Valet parking
Private dining rooms

, 
Useful information

Address 107-01 Corona Ave., Corona 11368
Phone +17182719871
Website: http://www.parksiderestaurantny.com


Driving directions

]"
"
	Asian Jewels
",Cuisine Seafood,"92-09 63rd Dr., Rego Park 11374",[[standing-12]],MICHELIN guide inspectors,"
			Arguably the best dim sum in Flushing, this spectacular gem is an absolute must for anyone seeking serious seafood and very authentic Cantonese cooking. A longtime resident of 39th Avenue, the expansive dining room is outfitted with round, banquet-style tables, bamboo plants, and ornate chandeliers. Let the feasting begin with memorable crab-and-pork soup dumplings, before moving on to the thrill-inducing dim sum carts. Taste the likes of steamed rice rolls with honey-roast pork; pork spareribs with rice starch and black beans; chicken and ham wrapped in yuba; and poached jellyfish with scallions and sesame. The signature Dungeness crab-steamed and stir-fried with ginger and green onions, served with Japanese eggplant and garlic-is simply outstanding.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 92-09 63rd Dr., Rego Park 11374
Phone +17188979080


Driving directions

]"
"
	Crazy Crab 888
",Cuisine Burmese,"40-11 149th Pl., Flushing 11355","[[bib-gourmand], [bib-gourmand], [standing-13]]",MICHELIN guide inspectors,"
			You may second-guess your arrival to Crazy Crab 888 when you see the tarred-over landscape and auto body shops, but one step inside this downright delicious gem dispels any and all reservations. A sort of Burmese-Chinese seafood shack with influences from India and Thailand, the food offers recognizable ingredients in creative combos worthy of its wacky title-in Chinese culture, the number 8 is known to bring much good luck. The pickled ginger salad packs a punch-crunch of fried garlic with cilantro, and makes for a cooling lead into the seafood 888 platter of Dungeness crab and crawfish-complete with a bib! For more spice, Yunnan sliced pork, straight from the face of a pig, combines fleshy meat with peanuts and chilies for a funky, must-try delight.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 40-11 149th Pl., Flushing 11355
Phone +17184609289


Driving directions

]"
"
	Main Street Imperial Taiwanese Gourmet
",Cuisine Chinese,"152-12 Northern Blvd., Flushing 11354",[[standing-13]],MICHELIN guide inspectors,"
			It's a real journey to this Taiwanese treasure-not only in its trek from the closest subway stop, but more importantly, in the experience. Here, the staff speaks their mother tongue for the most part, incense wafts from an altar, and the food is otherworldly. Dishes present dazzling, authentic flavors, easily savored in the peaceful atmosphere. Sweet, head-on shrimp arrive steamed and still in the shell, housing juice that accentuates the concentrated flavor when dipped in soy sauce. Likewise, the stinky tofu (a traditional delicacy) gets its flavor from a light sauté and a finish of kimchi-style pickles. And if you're any sort of fan of the famed oyster pancake, this outstanding version will remain in your memory long after the lengthy ride home.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

$25 to $50

, 
Useful information

Address 152-12 Northern Blvd., Flushing 11354
Phone +17188868645


Driving directions

]"
"
	Mythos
",Cuisine Greek,"41-10 Main St., Flushing 11355","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			A gathering place for Greeks and non-Greeks alike, this family-run and friendly restaurant tempts with impeccably fresh fish, cooked over charcoal and basted simply with olive oil, lemon juice, and herbs. Beyond the whitewashed exterior and dark blue awning is a large dining room with rows of neat tables for indulging in Hellenic pleasures, from zesty appetizers to boisterous conversations. Settle into an array of pikilia; cold appetizers such as melitzansalata, eggplant whipped with herbs and olive oil. Chargrilled fish, priced by the pound, has a delightfully smoky essence and moist flesh. Whole smelts are a rare and traditional treat, simply pan-fried with a lemony herb dressing. Finish with a choice of authentic, nutty, and syrup-soaked pastries.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 41-10 Main St., Flushing 11355
Phone +17188887713
Website: http://www.biang-nyc.com


Driving directions

]"
"
	Tang
",Cuisine Korean,"42-35 Main St., Flushing 11355",[[standing-12]],MICHELIN guide inspectors,"
			When craving authentic Korean specialties, Tang is an absolute must-visit. The restaurant's impeccably cool style extends from its angled exterior ablaze in beams of yellow light to its sleek interior with exposed brick walls and bare wood tables. The attractive art gallery next door is attached and doubles as a private dining space. Meals begin with an unending supply of wonderfully crisp and mild house kimchi. Also try the hearty bibimbap of marinated beef strips, root vegetables, and mushrooms alongside a bowl of ox-bone broth. The main attraction is the sensational jeon, traditional Korean pancakes grilled to order (weekend dinners, only). Round out the meal with steamed pigs feet accompanied by Tang's special fiery, salty, shrimp-based dipping sauce.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 
Useful information

Address 42-35 Main St., Flushing 11355
Phone +17184610808
Website: http://www.dumplinggalaxy.com


Driving directions

]"
"
	Urubamba
",Cuisine Peruvian,"42-47 Main Street, Flushing 11355","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			Named for Peru's intensely beautiful river, the Rio Urubamba, this hacienda-inspired space features indigenous paintings and artifacts that echo the rustic fare pouring out of the kitchen. On weekends, the eatery serves traditional desayuno, a gut-bursting feast of chanfainita beef stew, and other hearty favorites. Here, tamales are a broad and flat banana leaf wrapped and stuffed with chicken and olives-a tasty contrast to the familiar Meso-American counterpart. For ultimate comfort, go for the seco de cabrito, a fantastically tender lamb and aji panca stew served with chunks of cassava and extra sauce in a tiny clay kettle. The dense alfajor cookie sandwich filled with dulce de leche and crema volteada flan is a perfectly decadent ending.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 
Useful information

Address 42-47 Main Street, Flushing 11355
Phone +17188880553


Driving directions

]"
"
	Parkside
",Cuisine Italian,"136-21 37th Ave., Flushing 11354",[[standing-12]],MICHELIN guide inspectors,"
			A veteran on the Corona dining scene, Parkside carries that old-fashioned kind of New York energy-back when waiters donned tuxedos, hosts boomed hello, and walls boasted classic photos of city elite. And though the neighborhood has changed much since Parkside first opened its doors, the fantastic Italian-American food they dole out stands the test of time. Join in the celebratory mood and make some new friends (no one really dines alone here) while tucking into tender ribbons of savory fettuccini Alfredo; tender veal pizzaiola laced with a delectable marinara; or cannoli freshly piped with ricotta and studded with candied fruit. The irresistible desserts are wheeled around to guests on a rolling tray, of course. Old school or no school, right?
				","
			From 50 USD
			to 74 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 136-21 37th Ave., Flushing 11354
Phone +17185393838
Website: http://www.joeshanghairestaurants.com


Driving directions

]"
"
	Cheburechnaya
",Cuisine Central Asian,"137-40 Northern Blvd., Flushing 11354","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			This may be a kosher spot with no bagel in sight, but one look at its counter loaded with layers of bowl-shaped noni toki bread and you quickly realize that a meal here is a dining adventure. Specializing in Bukharian (Central Asian) cuisine, longstanding Cheburechnaya has been a neighborhood pioneer. The focused menu is more engrossing than the décor, and it's easy to want every cumin- and paprika-laced item on it. Bring your own vodka and start with the house specialty, chebureki, an empanada-like deep-fried wrap stuffed with either hand-cut lamb seasoned with cumin, chili, cilantro, and paprika; or fennel-sparked cabbage. It may serve as the perfect complement to smoky lamb fat, tender quail, veal heart, and seared beef sweetbread kebabs.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 
Useful information

Address 137-40 Northern Blvd., Flushing 11354
Phone +17183531808
Website: http://www.hunanhouseflushing.com


Driving directions

]"
"
	Hahm Ji Bach
",Cuisine Korean,"42-87 Main St., Flushing 11355",[[standing-12]],MICHELIN guide inspectors,"
			This beloved Queens institution enjoys fine digs where they serve popular and praise-worthy Korean food. The contemporary dining room is spacious and airy, with the warm, always informative, staff buzzing from table to table. It's not uncommon for the manager to roll up her own sleeves when the pace elevates-and elevate it does, for this is not your average Korean barbecue. It's hard to go wrong on Hahm Ji Bach's delightful menu, but don't miss the samgyeopsal, tender slabs of well-marinated pork belly sizzled to crispy perfection tableside for you to swaddle in crisp lettuce with paper-thin daikon radish, spicy kimchi, and bright scallions; or the mit bachan, a hot clay pot with soft steamed eggs, kimchi, tofu, pickled cucumbers, and spicy mackerel.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 42-87 Main St., Flushing 11355
Phone +17183592108


Driving directions

]"
"
	Kang Ho Dong Baekjeong
",Cuisine Korean,"136-13 37th Ave., Flushing 11354",[[standing-12]],MICHELIN guide inspectors,"
			The Korean barbecue of the moment is a short LIRR trip away, and well worth the ride. This was the first East Coast branch of (Korean wrestler and TV personality) Kang Ho Dong's growing empire-and it is already among the best in the city. A younger sib now resides in midtown. The menu is focused, the space is enormous, the air is clean, and the service is friendly. Start your grill off with steamed egg, corn, cheese, and more to cook along the sides while marbled pork belly or deeply flavorful marinated skirt steak strips sizzle at the center. Bibimbap is a classic rendition, mixing beef seasoned with gochujang, vegetables, sesame, nori, and crisp sprouts in a hot stone bowl-so hot that it sears the bottom rice to golden while cooking the raw egg on top.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 136-13 37th Ave., Flushing 11354
Phone +17189393501


Driving directions

]"
"
	Biáng!
",Cuisine Chinese,"161-29 Crocheron Ave., Flushing 11358",[[standing-12]],MICHELIN guide inspectors,"
			Biáng! isn't exotic by accident. In fact, Chef/owner Jason Wang's cuisine interplays contrasts and textures with the intention to excite. Tucked into Flushing's main artery, the setting is boisterous and tables are busy, but shabby-chic details like a plate-glass exterior are the first sign that you're in for an unencumbered and unique treat. Dark walls and floors cover the inside, but gentle lighting and lofty ceilings add dimension to the narrow space. Strong flavors and fiery oils star in dishes like crispy lotus root tossed in an earthy sesame vinaigrette; fresh buckwheat noodles mingled with cucumber, soy, and mustard oil; and chang, hot, creamy tofu with pickled vegetables. Lamb burgers seasoned with jalapeños and cumin are a fitting signature.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Valet parking

, 
Useful information

Address 161-29 Crocheron Ave., Flushing 11358
Phone +17183217770


Driving directions

]"
"
	Dumpling Galaxy
",Cuisine Chinese,"162-23 Depot Rd., Flushing 11358","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			Neon bounces off all the new, shiny surfaces at Dumpling Galaxy, inside the Arcadia Mall. Navigate beyond the phone retailers and stalls to find this huge, modern space full of red booths and hanging red lights. Spiffy and inviting, the newcomer is already lauded for crafting scores of dumpling variations, plus comforting entrées that shouldn't be ignored. Fill your table with a dumpling feast, stuffed chock-full of duck and mushroom, spicy-sour squash, or lamb and celery redolent of lemongrass and spices. Larger dishes are equally memorable; those cold, thick, slurp-inducing green bean noodles soaked in heady, tart black vinegar with raw white sesame seeds, cilantro, cucumbers, and wood-ear mushrooms will have you coming back for more...and then some more.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 162-23 Depot Rd., Flushing 11358
Phone +17183594583


Driving directions

]"
"
	Hunan Kitchen of Grand Sichuan
",Cuisine Chinese,"36-35 Main St., Flushing 11354",[[standing-12]],MICHELIN guide inspectors,"
			As New York's Sichuan renaissance continues apace, this pleasant and unpretentious Hunanese spot has popped up on Flushing's Main Street. The look here is tasteful and uncomplicated; the cooking is fiery and excellent. The extensive menu of Hunan specialties includes the likes of the classic regional dish, pork ""Mao's Style"" simmered in soy sauce, Shaoxing wine, oil, and stock, then braised to tender perfection. Boasting heat and meat in equal amounts, the spicy-sour string beans with pork expertly combines rich and savory aromatics, vinegary beans, and fragrant pork with tongue-numbing peppercorns. The barbecue fish Hunan-style is a brilliant menu standout. Smaller dishes, like winter melon with seafood soup, round out an expertly prepared meal.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 
Useful information

Address 36-35 Main St., Flushing 11354
Phone +17183586667
Website: http://www.happyfamilyhotpot.com


Driving directions

]"
"
	Joe's Shanghai
",Cuisine Chinese,"133-42 39th Ave., Flushing 10354",[[standing-13]],MICHELIN guide inspectors,"
			Patience is a virtue at Joe's Shanghai, where a hectic rush to snag a table precedes a visit for the soup dumplings. As with most Flushing restaurants, flavor outdoes the interior decoration, with walls in need of fresh paint and dated furnishings. What the atmosphere lacks, the food fulfills as the kitchen swiftly prepares delicate xiao long bao, that despite stiff competition, still stand a head above the rest. The chefs have perfected the art of wrapping hot liquid into these soft, thin pouches, complete with spiraled shoulders. To bite into a soup dumpling is so sensual that diners don't even bother to glance at the flat-screens hanging in the dining room. While the menu offers fried bean curd and smoked fish, nothing sticks like the dumplings.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Private dining rooms

, 
Useful information

Address 133-42 39th Ave., Flushing 10354
Phone +17189393388
Website: http://www.ikicuisuine.com


Driving directions

]"
"
	Hunan House
",Cuisine Chinese,"38-12 Prince St., Flushing 11354",[[standing-12]],MICHELIN guide inspectors,"
			Located along quiet Northern Boulevard in Flushing, Hunan House offers a delicious reprieve from the street. The interior is crisp and sophisticated, with dark, ornately carved wood and thick linen tablecloths. But, the real draw here is the wonderfully authentic Hunanese fare, with its myriad fresh river fish; flavorful preserved meats; complex profiles; and mouth-puckering spice. Hunan House's menu is filled with exotic delights, but don't miss the wonderful starter of sautéed sour string beans featuring minced pork, chilies, ginger, and garlic; smoky dried bean curd with the same preserved meat; or spicy sliced fish-Hunan style, perfectly cooked and served in a delicious pool of fiery red sauce and plated with tender bulbs of bok choy.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 38-12 Prince St., Flushing 11354
Phone +17183213838


Driving directions

]"
"
	Lu Xiang Yuan
",Cuisine Chinese,"133-30 39th Ave., Flushing 11354",[[standing-13]],MICHELIN guide inspectors,"
			The ambience appears unassuming and ordinary, but Lu Xiang Yuan is an outstanding choice for tasty, affordable, regional Qingdao fare. The crowds have calmed, so tables are often available at peak meal times. This is the place to hit for deep bowlfuls of restorative Chinese noodle soups that could carry you through the day-picture translucent bean threads, long slices of dried tofu, and morsels of lamb bobbing among fragrant cilantro, Chinese wolfberries, and black tree mushrooms in a broth enhanced with smoky chili paste. Other intriguing dishes unveil delicate kingfish steaks that have been subtly smoked, gently spiced, and served chilled. The black bone chicken and ginseng soup showcases the dark flesh and deep flavor of its ingredients.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Dim sum
Private dining rooms

, 
Useful information

Address 133-30 39th Ave., Flushing 11354
Phone +17183598600
Website: http://www.tunseng.com


Driving directions

]"
"
	Imperial Palace
",Cuisine Chinese,"40-42 College Point Blvd., Flushing 11354",[[standing-12]],MICHELIN guide inspectors,"
			You might mistake Imperial Palace for one of those red awning-covered restaurants on this strip of Chinese eateries-but don't. While it may share the same lettered signage, wide windows, and nondescript facade, inside find some of the best sticky rice and Dungeness crab Flushing has to offer. Seafood is front and center, with servers promptly presenting everything from deep-fried jumbo shrimp tossed with candied sesame walnuts to shrimp-stuffed tofu with slices of conch. It's easy to plow through all the fresh shellfish dishes with a chilled beer and sweet rice, but try to leave room for the clam casserole: a spicy broth full of Cantonese flavors, loads of onions, and small, briny clams, finished with a sprinkling of crisp coriander stems.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 40-42 College Point Blvd., Flushing 11354
Phone +17183538188
Website: http://www.crazycrab888.com


Driving directions

]"
"
	Sik Gaek
",Cuisine Korean,"59-14A Main St., Flushing 11355",[[standing-12]],MICHELIN guide inspectors,"
			There may be glitzier Korean spots in town, but insanely delicious, exceedingly simple Sik Gaek assures a good time, every time. Dressed in silly costumes, the staff is always having a blast in this seasonally decorated shack-like dining room featuring corrugated metal roofs, street lights, buckets for shells, and walls papered in dollar bills. Booths along the edge are filled with noisy regulars. The kitchen serves the ocean's bounty, starting with a deliciously crisp and gargantuan pancake, pajeon, studded with seafood and kimchi begging to be dipped in enticingly salty soy-sesame sauce. A cloudy soup bobbing with tofu arrives piping hot, boasting that sharp, nutty, telltale flavor of fermented bean curd, and seems to have its own restorative powers.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 59-14A Main St., Flushing 11355
Phone +17188868788


Driving directions

]"
"
	Tong Sam Gyup Goo Yi
",Cuisine Korean,"196-29 Northern Blvd., Flushing 11358",[[standing-13]],MICHELIN guide inspectors,"
			Murray Hill is no stranger to Korean food, but this prized, pig-loving barbecue destination is always packed. Inside, the bright room's décor forgoes all frills to focus on regional specialties. Smiling servers are earnest and hospitable. Begin with the usual but very exquisite banchan like pickled turnips, fermented bean paste soup, and specially aged house kimchi-funky, garlicky, and a total pleasure. Bowls of glassy naengmyun noodles dancing in a chilled broth with kimchi are just as popular. Yet what makes this place unique is that barbecue grill on each table, used for sizzling slices of flavorful duck with miso, garlic cloves, and bean sprouts; spicy, tender bits of octopus; and sweet, fatty pork with soy sauce, red chili paste, and scallions.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Private dining rooms

, 
Useful information

Address 196-29 Northern Blvd., Flushing 11358
Phone +17183576596
Website: http://www.mythosnyc.com


Driving directions

]"
"
	Happy Family Hotpot
",Cuisine Chinese,"196-50 Northern Blvd., Flushing 11358",[[standing-13]],MICHELIN guide inspectors,"
			You'll think you've died and gone to Hong Kong. Every table at this popular Flushing hot pot spot is fitted out with iPads and a square cooker, and the interior is ultra sleek. Think tufted white leather walls and flat-screen televisions dangling over the tables. It's a stylish place to cool your heels but the real star of the show exists within the kitchen's authentic hot pot selection-pork brain, anyone? You can build your own, choosing from 70+ dunkables like tender pork belly that cooks in a flash; paper-thin taro root; tender baby greens; flavorful head-on shrimp; or chewy udon noodles. From there, choose either the mild white broth or an irresistibly spicy red one bobbing with peppercorns. Better yet, get both, also known as a half and half.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Valet parking

, 
Useful information

Address 196-50 Northern Blvd., Flushing 11358
Phone +17182797080


Driving directions

]"
"
	Iki Japanese
",Cuisine Japanese,"86-20 37th Ave., Jackson Heights 11372",[[standing-12]],MICHELIN guide inspectors,"
			This upscale Japanese restaurant tucked into the newly constructed Hyatt Place Hotel is a lovely addition to the Queens dining scene. Duck inside the modern glass façade and you're greeted with curving leather booths; thick wood tables; and beautiful blonde flooring. You've seen this before, you think to yourself, but only in Brooklyn or Manhattan. This is Queens in high heels. Diners can opt for traditional omakase or à la carte: the former might begin with silky house-made tofu, topped with caviar and cool dashi. Then move on to a fresh Dungeness crab salad with yuzu jelly and crab roe; soft shell crab and zucchini flower tempura; soft Wagyu carpaccio dusted with sea salt and truffles; or a bright, rainbow-assortment of fresh sushi.
				","
			From 50 USD
			to 74 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 86-20 37th Ave., Jackson Heights 11372
Phone +17186722224


Driving directions

]"
"
	Nan Xiang Xiao Long Bao
",Cuisine Chinese,"107-01 Corona Ave., Corona 11368",[[standing-13]],MICHELIN guide inspectors,"
			Also known as Nan Xiang Dumpling House, it is easily found among a strip of restaurants reflecting the diversity of Flushing's dominant Asian population. Simply decorated, the comfortable dining room features rows of closely set tables and a mirrored wall that successfully gives the illusion of space. The enjoyable and interesting menu focuses on noodle-filled soups, toothsome stir-fried rice cakes, and the house specialty, juicy dumplings. These are made in-house and have a delicate, silky wrapper encasing a flavorful meatball of ground pork or crab with rich tasting broth. Eating the specialties may take some practice, but take your cue from the slurping crowd: puncture the casing on your spoon to cool the dumplings and avoid scalding your mouth.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch
Valet parking
Private dining rooms

, 
Useful information

Address 107-01 Corona Ave., Corona 11368
Phone +17182719871
Website: http://www.parksiderestaurantny.com


Driving directions

]"
"
	Asian Jewels
",Cuisine Seafood,"92-09 63rd Dr., Rego Park 11374",[[standing-12]],MICHELIN guide inspectors,"
			Arguably the best dim sum in Flushing, this spectacular gem is an absolute must for anyone seeking serious seafood and very authentic Cantonese cooking. A longtime resident of 39th Avenue, the expansive dining room is outfitted with round, banquet-style tables, bamboo plants, and ornate chandeliers. Let the feasting begin with memorable crab-and-pork soup dumplings, before moving on to the thrill-inducing dim sum carts. Taste the likes of steamed rice rolls with honey-roast pork; pork spareribs with rice starch and black beans; chicken and ham wrapped in yuba; and poached jellyfish with scallions and sesame. The signature Dungeness crab-steamed and stir-fried with ginger and green onions, served with Japanese eggplant and garlic-is simply outstanding.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 92-09 63rd Dr., Rego Park 11374
Phone +17188979080


Driving directions

]"
