name,cuisine,blurb,num_words,high_price,low_price,currency,distinctions,photos,photo_count,add_info,latitude,longitude,comments,num_comments,special_comment,avg_price,avg_USD,standing,bib,stars,assiette,value_menu
Bistro Remise, International|Regional,"The former coach house at the offices of the official representative of Lower Saxony has been painstakingly converted into a restaurant. The interior is modelled on the Belgian country house style: chic and tasteful with lots of pretty, homely details. The food is a little simpler but nevertheless good. Try the veal and celery with lemon sauce.",57,57.0,29.0,EUR,[[standing-17]],"[https://download.viamichelin.com/media/image2/L/TA/Jy/Ll/AjSUyCf1JP7K7gUg.jpg, https://download.viamichelin.com/media/image2/L/Nr/GN/5J/hsSrqkOJTaIhByww.jpg, https://download.viamichelin.com/media/image2/L/Li/p0/UI/QNT9K4tm9z_29pKQ.jpg, https://download.viamichelin.com/media/image2/L/iF/90/WQ/7GT1uz2YlGmQwfyA.jpg, https://download.viamichelin.com/media/image2/XL/BA/iv/yV/mURkWsE3vk4wgPBA.jpg, https://download.viamichelin.com/media/image2/XL/d5/Im/qW/A3TtWPU1CfyqoZCw.jpg, https://download.viamichelin.com/media/image2/XL/Y5/k_/OJ/TmS8iMX-FjGAY52g.jpg]",7,"[Menu 43 € - Carte 29/57 €, Address Fritz-Erler-Str. 7, 53111 Bonn, Phone +4922893399333, Email bistro@remise-bonn.com, Website: http://www.remise-bonn.com]",50.715622,7.127144,,0,,43.0,48.08,17.0,0,0,0,0
Kalaboush, Creative|International,"Kalaboush is a pretty, homely restaurant with its own wine shop. The ambitious cuisine comes in the form of two seasonal set menus served by a well-trained and friendly front-of-house team always on hand with excellent wine recommendations. Meat lovers will appreciate the steaks served in the modern 'Beeflounge'.",49,120.0,25.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/XL/zq/cg/-0/pkSQG6o9bjqiEvEg.jpg, https://download.viamichelin.com/image2/L/Lc/4c/yR/TyS5WMg7q_i-IRaw.jpg, https://download.viamichelin.com/image2/L/c5/1N/oU/IYQE2RWFubifsz1Q.jpg, https://download.viamichelin.com/image2/XL/-y/I2/-k/aJTAq8e_8bSGOzCA.jpg, https://download.viamichelin.com/image2/XL/MP/Gr/9E/qIT4GujpIZR-5b6A.jpg, https://download.viamichelin.com/image2/L/Il/Hd/zR/sRQaGycfhaBqxDPw.jpg, https://download.viamichelin.com/image2/L/o0/l7/d-/qQRI2vBoEyakp7fA.jpg, https://download.viamichelin.com/image2/L/Tn/ub/Ey/0sSLWKDsVO7EfabA.jpg, https://download.viamichelin.com/image2/L/nP/PN/9V/eXSEyKNEWk8zcIAA.jpg, https://download.viamichelin.com/image2/L/p5/Iw/OG/mnTBOPZeehaNBlgA.jpg, https://download.viamichelin.com/image2/L/ng/nJ/i_/ooSQaMbALvIL-L0Q.jpg, https://download.viamichelin.com/media/image2/XL/M2/sm/h1/NsT-mOaqzAJzS3eA.jpg]",12,"[Menu 25 € (lunch)/120 € - Carte 46/64 €, dinner only and Sunday lunch, Enclosed car park, Address Essenerstr. 53, 49456 Bakum-Lüsche, Phone +495438958458, Email info@kalaboush.de, Website: http://www.kalaboush.com/]",52.73241,8.078598,,0,,72.5,81.07,13.0,0,0,0,0
Badessa, Traditional ,"Housed in a 19C cheese factory, this restaurant run by young and enthusiastic staff offers regional cuisine made from carefully selected local produce. Their motto is ""zero-kilometre produce and traditional balsamic vinegar"".",32,56.0,30.0,EUR,[[standing-13]],[],0,"[Carte 30/56 €, pre-book, Air conditioning, Enclosed car park, Address Via Case Secchia 2, 42013 Casalgrande, Phone +390522989138, Email info@ristorantebadessa.it, Website: http://www.ristorantebadessa.it]",44.62547,10.74911,,0,,43.0,48.08,13.0,0,0,0,0
Donna Lucia,  moderne,"Une adresse à la fois chaleureuse et moderne à la salle habillée de bois et à la carte éclectique. Le chef navigue à son aise entre terre et mer, sans oublier des recettes végétariennes, végétaliennes et quelques surprises cuisinées en bocaux. Très belles chambres également, tout comme le spa qui accueille le RistoBio alliant simplicité et santé.",57,76.0,37.0,EUR,[[standing-13]],[],0,"[Menu 50/65 € - Carte 37/76 €, Avec chambres, Parc ou jardin, Accès handicapé, Air conditionné, Parking clos, Adresse via Fontane 6, 31050 Ponzano, Téléphone +3904221650127, Email info@donnalucia.com, Site web http://www.donnalucia.com]",45.71016,12.22587,,0,,56.5,63.17,13.0,0,0,0,0
Don Geppi, Creative|Campanian,An excellent chef and maître d' combine to provide a perfect dining experience where guests can enjoy carefully prepared dishes with a regional yet modern flavour. Elegant atmosphere.,28,90.0,50.0,EUR,"[[star], [standing-14]]","[https://download.viamichelin.com/media/image2/XL/cM/xa/-E/-zSPmbKqYaxkN3vg.jpg, https://download.viamichelin.com/media/image2/XL/Y-/Ol/NE/A4Swi6Zb4KrXXg0g.jpg, https://download.viamichelin.com/media/image2/XL/3Z/SN/47/eqSVmindLH2ZBVSQ.jpg, https://download.viamichelin.com/media/image2/XL/cN/TG/o9/CITsGodofYKYKjkg.jpg]",4,"[Menu 50/90 € - Carte 50/76 €, booking essential at lunch, Air conditioning, Enclosed car park, Address corso Marion Crawford 40, 80065 SANT' AGNELLO, Phone +390818072050, Email info@dongeppirestaurant.com, Website: http://www.dongeppirestaurant.com]",40.631886,14.39315,,0,,70.0,78.27,14.0,0,1,0,0
La Mola, Creative,"You can eat fish dishes in one of three dining rooms decorated in maritime style and large windows, the panes of which ""disappear"" in summer giving the pleasant sensation of being out in the open.",35,85.0,50.0,EUR,[[standing-14]],"[https://download.viamichelin.com/media/image2/XL/eW/zO/FA/5CR_aiYciYlbfu0w.jpg, https://download.viamichelin.com/media/image2/XL/md/8K/v6/T6T8yi1x6PV0yBGA.jpg, https://download.viamichelin.com/media/image2/XL/5L/1L/ve/_8S0iHFVim0JhHGA.jpg, https://download.viamichelin.com/media/image2/XL/Fi/OX/7Q/MXQTqCG9NR1cg49Q.jpg]",4,"[Carte 50/85 €, dinner only, Wheelchair accessible, Air conditioning, No dogs allowed, Enclosed car park, Address località Piccolo Pevero, 07020 COSTA SMERALDA-PORTO CERVO, Phone +39078992145, Website: http://www.lamolaportocervo.it]",41.111664,9.534047,,0,,67.5,75.47,14.0,0,0,0,0
Il Basilisco, Classic ,This restaurant revolves around the personality of its owner-chef. He creates his menus on a daily basis based on whatever has been purchased that day - fish (especially local 'peasant' varieties) but also unusual cuts of meat and offal. Situated outside the centre with a typical 1950s and 60s ambience.,50,55.0,29.0,EUR,[[standing-12]],[],0,"[Carte 29/55 €, Air conditioning, Enclosed car park, Address via Bison 34, 31100 Treviso, Phone +390422541822, Email ristorantebasilisco@gmail.com, Website: http://www.ristorantebasilisco.com]",45.665684,12.269342,,0,,42.0,46.96,12.0,0,0,0,0
Piazzetta Milù, Campanian,"Situated in a street parallel to the seafront, this family-run restaurant boasts a modern and elegant ambience. Delicious creative cuisine, excellent grilled meat dishes and attentive service.",27,49.0,32.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/L/PP/O8/K7/1TSbyDrVUNBPxVkA.jpg, https://download.viamichelin.com/media/image2/XL/9W/sS/Zr/gBSUuKmVQGfDyOEA.jpg, https://download.viamichelin.com/media/image2/L/Xs/2r/eC/cAREmI6liXWbZBMw.jpg, https://download.viamichelin.com/media/image2/XL/ur/jP/3p/USRH6heDI8drb1Zg.jpg, https://download.viamichelin.com/media/image2/XL/Jv/_c/CO/5lSXSJ6l2cohEBaA.jpg, https://download.viamichelin.com/media/image2/L/4S/OI/aF/VsROSzGCmc6ukbew.jpg, https://download.viamichelin.com/media/image2/L/B-/TQ/T8/1EQR2ozh9j3BzopQ.jpg, https://download.viamichelin.com/media/image2/XL/1I/IW/dN/vdRc2JQgv1aRdVqg.jpg, https://download.viamichelin.com/media/image2/XL/-z/er/BT/sSQK2sehJ-8TbxZw.jpg, https://download.viamichelin.com/media/image2/XL/yd/h4/aO/JYR3KsG1NPxMbc5g.jpg, https://download.viamichelin.com/media/image2/L/-X/G6/Mn/mKQ0m6BVgVHyBBaQ.jpg, https://download.viamichelin.com/media/image2/XL/zJ/0T/yK/zJTqSmyiRv1XyADQ.jpg, https://download.viamichelin.com/media/image2/XL/ii/LU/PL/ieTBW7iDwkkj4t9Q.jpg, https://download.viamichelin.com/media/image2/XL/t9/5-/0m/TdRlS_Se7wmKygbw.jpg, https://download.viamichelin.com/media/image2/XL/hO/co/rd/9ESOehAu4SUea-rQ.jpg, https://download.viamichelin.com/media/image2/XL/1g/Ca/DK/RGTsCZG_zrfOHcRg.jpg, https://download.viamichelin.com/media/image2/XL/-f/Ny/bb/mJTyKZKZYcbnVitg.jpg, https://download.viamichelin.com/media/image2/XL/x5/pm/rz/x8SFCcgRW9NaZhMg.jpg, https://download.viamichelin.com/media/image2/L/9v/IR/lo/RoRZaEEinR1BlsSw.jpg, https://download.viamichelin.com/media/image2/L/mc/kx/oj/llScilwhw8X7eKrw.jpg, https://download.viamichelin.com/media/image2/XL/u8/Q2/7D/OpTjmzksQAbJI7NA.jpg, https://download.viamichelin.com/media/image2/XL/cv/rd/qV/jLRjOYZbjRtZeVHQ.jpg, https://download.viamichelin.com/media/image2/XL/RD/HN/08/zWSmuRtV6z4a3zQw.jpg, https://download.viamichelin.com/media/image2/XL/0A/3_/O2/5dQBSffX9DTrjV8w.jpg, https://download.viamichelin.com/media/image2/XL/Su/OX/vI/nfSaWht5z2ZKdxIg.jpg, https://download.viamichelin.com/media/image2/XL/H1/Ge/MA/ppRq2OnLKl1G9Vpw.jpg, https://download.viamichelin.com/media/image2/XL/0G/Lx/c7/55R-SQeFTeSYijLw.jpg, https://download.viamichelin.com/media/image2/L/Eu/WY/aJ/3PT9-YDkfTTrkpXg.jpg, https://download.viamichelin.com/media/image2/XL/kI/Da/z0/ZNRneLDjZg9ow7nw.jpg, https://download.viamichelin.com/media/image2/XL/mL/E2/cN/BqRfqjugeCMY2Upg.jpg, https://download.viamichelin.com/media/image2/XL/Wq/J6/dy/NBTKCMkIzcpXyiTw.jpg, https://download.viamichelin.com/media/image2/XL/Qy/4D/7u/xsQKa1bhshAv9c-g.jpg]",32,"[Menu 32/45 € - Carte 39/49 €, A particularly interesting wine list, Wheelchair accessible, Air conditioning, Address corso Alcide De Gasperi 23, 80053 Castellammare di Stabia, Phone +390818715779, Email emimilu@hotmail.it, Website: http://www.piazzettamilu.it]",40.70206,14.48298,,0,,40.5,45.28,13.0,0,0,0,0
Wildner, Venetian,"Pensione Wildner has a history dating back over a century. The present family has run the hotel and restaurant for the past 60 years and delight their guests with their delicious regional cuisine. Decorated in typical Venetian-style, the guestrooms either overlook the sea or the rooftops of the town centre.",50,91.0,40.0,EUR,[[standing-12]],[],0,"[Carte 40/91 €, With rooms, Air conditioning, Address riva degli Schiavoni 4161, Castello, 30122 VENEZIA, Phone +390415227463, Email info@ristorantewildner.com, Website: http://www.hotelwildner.com]",45.43399,12.34406,,0,,65.5,73.24,12.0,0,0,0,0
Cantarana, Regional,Enjoy regional cuisine and homemade specialities in this restaurant housed in a 15C building. Attractive outdoor area for alfresco dining in fine weather.,23,48.0,14.0,EUR,"[[standing-13], [good-value-menu]]",[],0,"[Menu 14 € (weekday lunch)/35 € - Carte 28/48 €, Address via Ghibellini 10, 23030 Chiuro, Phone +390342212447, Email ristorantecantarana@hotmail.it, Website: http://www.ristorantecantaranachiuro.it]",46.17077,9.989822,,0,,31.0,34.66,13.0,0,0,0,1
Ai Do Campanili, Fish and seafood,"Both the building in which it is housed and the dining room of this restaurant are on the small side, but the quality of the food more than compensates for the lack of space. Run by young and enthusiastic staff, the restaurant specialises in fish and seafood with raw options and modern dishes featuring on the menu. Excellent selection of wine, also available to take away.",66,82.0,38.0,EUR,[[standing-12]],[],0,"[Menu 60/80 € - Carte 38/82 €, pre-book, Air conditioning, Address piazza Santissima Trinità, 30013 Cavallino, Phone +390415301716, Email info@aidocampanili.it, Website: http://aidocampanili.it]",45.46563,12.456412,,0,,60.0,67.09,12.0,0,0,0,0
Oberraindlhof, Traditional ,"Housed in a 16C farmhouse in a panoramic location overlooking the valley, this restaurant has been run by the same family for five generations. The Stube-style rooms serve as a romantic backdrop for cuisine that focuses on old recipes and forgotten dishes from Senales.",44,70.0,44.0,EUR,[[standing-12]],[],0,"[Carte 44/70 €, A particularly interesting wine list, Enclosed car park, Address Raindl 49, Sud-Est: 2 km, 39020 Madonna di Senales, Phone +390473679131, Email info@oberraindlhof.com, Website: http://www.oberraindlhof.com]",46.72086,10.860157,,0,,57.0,63.73,12.0,0,0,0,0
Tocco - Sicilian Ways, Modern |Regional,A recently renovated restaurant with a welcoming and individual feel. The menu focuses on Sicilian specialities reinterpreted with a contemporary twist. Gourmet cuisine is served in the evening and lighter options are available at lunchtime.,35,69.0,39.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/XL/Jy/9_/G_/RuSrKpW7LZzQ95hA.jpg, https://download.viamichelin.com/media/image2/XL/k8/vb/8H/DlQXu4a4HoaZeOpw.jpg, https://download.viamichelin.com/media/image2/XL/yf/Tz/Lv/11QAGs6gbEm4ruVw.jpg]",3,"[Menu 50/55 € - Carte 39/69 €, dinner only, Air conditioning, Address via San Giuseppe 6 ang. corso Italia, 97100 RAGUSA, Phone +390932621133, Email toccoristoro@gmail.com, Website: http://www.ristorantetocco.com]",36.92513,14.73098,,0,,54.0,60.38,13.0,0,0,0,0
Del Lago, Régionale,"Une belle surprise que ce restaurant piloté par un jeune chef-sommelier, épaulé par ses parents en salle pour un service soigné et professionnel. On est conquis par la créativité et le choix minutieux des matières premières de la carte.",39,53.0,31.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/XL/GF/PB/xI/YkRq-fGuu9RZIB4w.jpg, https://download.viamichelin.com/media/image2/XL/sQ/az/sZ/PcRz2ZoN99HxRETQ.jpg, https://download.viamichelin.com/media/image2/XL/ZY/UZ/Jb/sySBu2_iY1L0kHog.jpg, https://download.viamichelin.com/media/image2/XL/Jc/Hn/bF/Y_TEOyQWd_FRL3bA.jpg]",4,"[Menu 35/45 € - Carte 31/53 €, réservation conseillée, Carte des vins offrant un choix attractif, Parking clos, Adresse via Acquapartita 147, 47021 Acquapartita, Téléphone +390543903406, Email albergodellago@gmail.com, Site web http://www.albergoristorantedellago.it]",43.86577,12.027197,,0,,42.0,46.96,13.0,0,0,0,0
Locanda di Bu presso Cenaschool, Campanian,"On the Alta Irpinia hills in the middle of the splendid Avellino countryside stands the delightful medieval village of Nusco, where this restaurant (also a cookery school) is housed in the buildings of an old monastery. Whether you dine indoors or in the courtyard, you will enjoy local specialities prepared by chefs who have fine views from their well-organised kitchen.",60,98.0,35.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/XL/Uy/76/7S/t1SUe5aGd-z0U6xA.jpg, https://download.viamichelin.com/media/image2/XL/yP/B7/8X/kgTY2vTx7Yf3-lvA.jpg, https://download.viamichelin.com/media/image2/XL/fu/ra/S2/BYTy-WM30XpNjTnA.jpg, https://download.viamichelin.com/media/image2/XL/X4/4u/K0/IBSZ2nwLef1Q37iQ.jpg, https://download.viamichelin.com/media/image2/XL/fL/vK/h0/bSTq22hfeFQt6qYQ.jpg, https://download.viamichelin.com/media/image2/XL/r6/Ob/2P/50R1WAF5lqRlJS1Q.jpg]",6,"[Menu 40 € - Carte 35/98 €, Wheelchair accessible, Air conditioning, No dogs allowed, Private dining rooms, Address via Stigmatine 1, 83051 Nusco, Phone +39082764644, Email info@lalocandadibu.com, Website: http://www.lalocandadibu.com]",40.88888,15.084438,,0,,66.5,74.35,13.0,0,0,0,0
Tre Torri, Regional,"Although situated slightly away from the centre in a fairly nondescript neighbourhood, this restaurant is popular for its generous portions and good quality cuisine. Locals come here for the fish dishes in particular, but in our opinion the meat options are just as good.",44,45.0,26.0,EUR,[[standing-12]],[],0,"[Carte 26/45 €, Air conditioning, Address via Ostuni 44, 70022 Altamura, Phone +390803144024, Email tretorriristorante@lbero.it]",40.813805,16.551474,,0,,35.5,39.69,12.0,0,0,0,0
Il Postiglione, Classic ,"A charmingly restored historic farmhouse with wooden ceilings, fireplaces and period furniture. The cuisine is mainly regional in style, although the restaurant has also established a reputation for its fine fish dishes.",32,63.0,30.0,EUR,[[standing-18]],"[https://download.viamichelin.com/media/image2/XL/IC/IH/ew/cLTUO2L-BGTuu4ag.jpg, https://download.viamichelin.com/media/image2/XL/J0/3j/_q/MiQB6NwHszh_sybw.jpg, https://download.viamichelin.com/media/image2/XL/RX/2q/aZ/ZKRZu7jSKpgnQNeA.jpg]",3,"[Menu 30/35 € - Carte 30/63 €, Private dining rooms, Enclosed car park, Address via Boschiroli 17, 26010 Credera Rubbiano, Phone +39037366114, Email trattoriapostiglione@gmail.com, Website: http://www.trattoriapostiglione.it]",45.30396,9.63874,,0,,46.5,51.99,18.0,0,0,0,0
Osteria la Lanterna, Regional,"This charming restaurant in a rural setting has been opened by two business partners who have returned to their home village after gaining lengthy experience working abroad. Elegant decor with small, intimate dining rooms and a lovely outdoor area under the trees (partial views of the lake). Traditional cuisine made from mostly local produce.",54,60.0,35.0,EUR,[[standing-13]],[https://download.viamichelin.com/media/image2/XL/Pe/L2/e2/rsSSay9hrou2JpOQ.jpg],1,"[Menu 35/45 € - Carte 35/60 €, Address via Finali 1, frazione Cressogno, 22010 Valsolda, Phone +39034469014, Email osterialalanterna@gmail.com, Website: http://www.osterialalanterna.it]",46.02455,9.07153,,0,,47.5,53.11,13.0,0,0,0,0
Sala dei Grappoli, Traditional ,Guests are attracted to this restaurant for two reasons: the spacious outdoor terrace with stunning views and the food. The latter is based on traditional recipes that are transformed into imaginative dishes by an inspired chef.,36,120.0,70.0,EUR,[[standing-19]],"[https://download.viamichelin.com/media/image2/XL/vG/Iw/a_/OcTiKVr9uwlOqgdA.jpg, https://download.viamichelin.com/media/image2/XL/ai/81/tP/yjReakNnlAvZuCDg.jpg, https://download.viamichelin.com/media/image2/XL/ke/Ok/b7/mLRpuUZOsy5L2Pjw.jpg, https://download.viamichelin.com/media/image2/XL/ka/AR/hW/plTQe9se-3Ex0u2w.jpg, https://download.viamichelin.com/media/image2/XL/lG/nC/Cc/ORRg6qUQ-2LztW-A.jpg, https://download.viamichelin.com/media/image2/XL/v1/4p/vH/-RTPuH2JhyaDNAZA.jpg]",6,"[Menu 90/120 € - Carte 70/107 €, dinner only - booking advisable, Park or Garden, Wheelchair accessible, Air conditioning, No dogs allowed, Enclosed car park, Address località Sant'Angelo Scalo, 53024 POGGIO ALLE MURA, Phone +390577877524, Email borgo@castellobanfi.it, Website: http://www.castellobanfiilborgo.com]",42.980553,11.399909,,0,,95.0,106.22,19.0,0,0,0,0
Just India, Indian,"The clean environment, friendly service and good value for money are three good reasons for choosing this restaurant. While the delicious, varied cuisine offers a fourth.",26,35.0,20.0,EUR,"[[standing-12], [good-value-menu]]",[],0,"[Menu 22/30 € - Carte 20/35 €, Air conditioning, No dogs allowed, Address via Benedetto Marcello 34, 20124 Milano, Phone +390220480385, Email bablu2@yahoo.com, Website: http://www.ristoranteindianojustindia.com]",45.48211,9.209601,,0,,27.5,30.75,12.0,0,0,0,1
Sporting By Liu', Modern ,"This eatery has a distinctly modern feel. It is divided into a traditional restaurant serving meat and fish dishes, a bar open from morning until late at night, and, last but not least, the gourmet By Liù dining room. A bit like a Russian doll, the latter is a small restaurant within the main restaurant. The female chef at By Liù creates imaginative dishes served on a tasting menu.",69,90.0,45.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/XL/8T/6L/uG/TGR-yn8f1hrBQIAA.jpg, https://download.viamichelin.com/media/image2/XL/Rb/Is/q_/9uSDqitZKQPHcpMQ.jpg, https://download.viamichelin.com/media/image2/XL/I-/0K/bn/jFR66C023GXX4kRw.jpg]",3,"[Menu 45/90 € - Carte 47/81 €, Wheelchair accessible, Air conditioning, Address via Venier 1, 30021 Caorle, Phone +390421210156, Email info@ristorantesportingbyliu.com, Website: http://www.ristorantesportingbyliu.com]",45.59523,12.873873,,0,,67.5,75.47,13.0,0,0,0,0
Trattoria da Oscar, Classic ,"Owner-chef Filippo runs this small, pleasant restaurant in the town centre with enthusiasm and professionalism. Although the menu focuses largely on the region, it also includes dishes from elsewhere in Italy. The restaurant is within the limited traffic zone, so you will need to park outside the walls.",48,76.0,35.0,EUR,[[standing-13]],[],0,"[Menu 35/50 € - Carte 35/76 €, Address piazza del Cirone 2, 06031 Bevagna, Phone +390742361107, Email latrattoriadioscar@gmail.com, Website: http://www.latrattoriadioscar.it]",42.932877,12.609671,,0,,55.5,62.05,13.0,0,0,0,0
Menelao a Santa Chiara, Creative,"An elegant 18C palazzo in the heart of the historic centre. It has been fully restored to offer stylish and original dining rooms arranged over several floors and linked by a lift. Creative cuisine with a focus on regional specialities, fish and seafood.",43,78.0,35.0,EUR,[[standing-14]],"[https://download.viamichelin.com/media/image2/XL/xY/Bw/xT/axSVmSguk-h8uVdg.jpg, https://download.viamichelin.com/media/image2/XL/0U/4-/oS/lA1bM8uKkS9PCG.jpg, https://download.viamichelin.com/media/image2/XL/hv/PB/IA/6oTTuvV-soGZ9E9g.jpg]",3,"[Menu 50/70 € - Carte 35/78 €, Air conditioning, Address via Sedile 45, 70010 Turi, Phone +390808911897, Email info@villamenelao.it, Website: http://www.menelaoasantachiara.it]",40.91642,17.02204,,0,,56.5,63.17,14.0,0,0,0,0
Casa Santo Stefano, Modern ,This interesting property is housed in a pleasant Art Nouveau villa in the centre of a small hamlet above Cernobbio. It has an elegant ambience with attractive guestrooms and modern cuisine full of flavour prepared by the young chef.,39,71.0,54.0,EUR,[[standing-13]],[],0,"[Carte 54/71 €, With rooms, Park or Garden, Air conditioning, Private dining rooms, Enclosed car park, Address Via Caronti 7/b, località Santo Stefano, 22012 Cernobbio, Phone +390313347621, Email info@casasantostefano.it, Website: http://www.casasantostefano.it]",45.84009,9.06752,,0,,62.5,69.88,13.0,0,0,0,0
Osteria Porta del Vaglio, Regional,This restaurant is situated in the heart of the historic centre. It has a rustic yet elegant feel with two rooms decorated with wooden ceilings and top quality furnishings. The excellent cuisine is largely regional in feel and the good value for money makes this an excellent Bib Gourmand restaurant.,50,45.0,25.0,EUR,"[[bib-gourmand], [standing-13], [good-value-menu]]","[https://download.viamichelin.com/media/image2/L/bC/uz/Gd/KZTn-5VeaRFEZQFw.jpg, https://download.viamichelin.com/media/image2/L/gU/Kb/-P/7pTjK3deQtQ-xy4Q.jpg, https://download.viamichelin.com/media/image2/L/N1/g0/OW/e_T0uKAnO_DEF0Kw.jpg]",3,"[Menu 25/45 € - Carte 26/43 €, booking essential at lunch, Address vico I Santa Maria Maddalena 12, 87010 Saracena, Phone +3909811904655, Email info@osteriaportadelvaglio.it, Website: http://www.osteriaportadelvaglio.it]",39.77574,16.156807,,0,,35.0,39.13,13.0,1,0,0,1
Cucina Torcicoda, Tuscan,"An osteria, pizzeria and restaurant (in the evenings) all-in-one. This property has three different options under the same roof, offering informal or more elegant dining depending on your mood. Enjoy traditional Tuscan cuisine at the osteria, Neapolitan-style pizzas at the pizzeria and more refined cuisine at the restaurant. All three serve the house speciality: Florentine steak made from different types of beef.",62,55.0,25.0,EUR,"[[standing-13], [good-value-menu]]",[https://download.viamichelin.com/media/image2/XL/JO/7L/uV/4kRluGZIBFXxkk2Q.jpg],1,"[Menu 25/55 € - Carte 32/54 €, Air conditioning, Address via Torta 5/r, 50122 Firenze, Phone +390552654329, Email info@cucinatorcicoda.com, Website: http://www.cucinatorcicoda.com]",43.76953,11.260402,,0,,40.0,44.72,13.0,0,0,0,1
Porta Tessenaca, Regional,This elegant restaurant with high brick-vaulted ceilings occupies one of the many historic buildings in the centre. It serves delicious regional specialties made from top quality ingredients. The menu also features a few fish dishes.,35,63.0,22.0,EUR,"[[standing-14], [good-value-menu]]",[],0,"[Menu 22/40 € - Carte 34/63 €, Address via Piccardi 21, 06024 GUBBIO, Phone +390759277345, Email ristorantetessenaca@libero.it, Website: http://www.ristorantediportatessenaca.it]",43.35303,12.57771,,0,,42.5,47.52,14.0,0,0,0,1
Gassenwirt, Regional,"Situated next to the village church, this restaurant has been serving excellent South Tyrolean cuisine since as far back as 1602. House specialities include canederli pressati (dumplings) and Buchteln (a type of sweet bun).",34,47.0,21.0,EUR,"[[bib-gourmand], [standing-12], [good-value-menu]]",[],0,"[Menu 22 € - Carte 21/47 €, With rooms, No dogs allowed, Enclosed car park, Address via Paese 42, 39030 Chienes, Phone +390474565389, Email info@gassenwirt.it, Website: http://www.gassenwirt.it]",46.80929,11.841813,,0,,34.0,38.02,12.0,1,0,0,1
Bastimento, Fish and seafood,"A long and narrow dining room like a ship (bastimento means ship or vessel in Italian), a bistro-style atmosphere, and fish and seafood on the menu. Specialities from Puglia take pride of place, including raw fish, mussels, and simple Mediterranean-style fish dishes.",42,130.0,98.0,EUR,[[standing-12]],[],0,"[Carte 98/130 €, number of covers limited, pre-book, Address via della Rocca 10/c, 10122 Torino, Phone +3901119708154, Email info@ristorantebastimento.it, Website: http://www.ristorantebastimento.it]",45.06376,7.693212,,0,,114.0,127.46,12.0,0,0,0,0
L'Ancora della Tortuga, Poissons et fruits de mer| classique,"Ce restaurant à l'esprit marin littéralement accroché à la falaise (l'un de ses murs est en roche brute) est doté d'une terrasse supérieure à la vue à couper le souffle. La cuisine fait honneur à la mer, sans oublier le terroir.",41,71.0,35.0,EUR,[[standing-12]],[],0,"[Menu 35 € - Carte 37/71 €, Air conditionné, Adresse via salita Cappuccini 4, 19016 Monterosso al Mare, Téléphone +390187800065, Email ristorantetorrtuga@libero.it]",44.14587,9.65462,,0,,53.0,59.26,12.0,0,0,0,0
Al Pozzo, Modern ,"Situated in the historic centre, next to one of the two artesian wells that once supplied the village with water. The ambience is deliberately rustic, yet elegant, and the interesting menu focuses mainly on fish and seafood.",37,79.0,33.0,EUR,[[standing-13]],[],0,"[Carte 33/79 €, dinner only, Air conditioning, Address via Chiesa 10, 36064 MASON VICENTINO, Phone +390424411816, Email alpozzomason@gmail.com, Website: http://www.alpozzoilristorante.it]",45.71797,11.607078,,0,,56.0,62.61,13.0,0,0,0,0
Al Bosco, Regional,This rustic-elegant restaurant is situated not far from the centre yet in the hills surrounded by greenery. It boasts open fireplaces and decorated walls with original copper cauldrons hanging from the ceiling.,32,65.0,30.0,EUR,[[standing-13]],[],0,"[Carte 30/65 €, booking advisable, Air conditioning, Enclosed car park, Address via Cogolo 8, 35036 Montegrotto Terme, Phone +39049794317, Email info@alboscomontegrotto.it, Website: http://www.alboscomontegrotto.it]",45.32864,11.7678,,0,,47.5,53.11,13.0,0,0,0,0
Villa Baroni, Classic ,"This romantic restaurant on the lakeshore has a welcoming, elegant ambience and a delightful terrace for summer dining. The chef offers various tasting menus with a number of courses, as well as a menu of house specialities. Cosy, Provençal-style decor in the guestrooms.",43,84.0,35.0,EUR,[[standing-13]],"[https://download.viamichelin.com/media/image2/XL/yA/1c/gE/spRdGDQS3jS5JT4g.jpg, https://download.viamichelin.com/media/image2/XL/7M/Bx/dV/W6S5iLZNfQFKOLRg.jpg, https://download.viamichelin.com/media/image2/XL/cC/si/Vz/tkRPGSijHC2mwK5Q.jpg, https://download.viamichelin.com/media/image2/L/Y_/mD/1A/d6SPOLY6kJ1OqiHQ.jpg, https://download.viamichelin.com/media/image2/L/c8/J6/fG/yiQHiL6rlY9i3Csw.jpg, https://download.viamichelin.com/media/image2/L/wB/t9/ad/6TTNGWpAvPkNyokg.jpg]",6,"[Menu 35/50 € - Carte 46/84 €, With rooms, Park or Garden, Meals outside, Enclosed car park, Address via Acquadro 12, 21020 BODIO LOMNAGO, Email info@villabaroni.it, Website: http://www.villabaroni.it]",45.79343,8.75471,,0,,59.5,66.53,13.0,0,0,0,0
