name,address,cuisine,blurb,add_info,location,word_count,avg_price,lat,lon,bib,stars,standing
Gradisca,126 W. 13th St. 10011, Italian,"If one could choose an Italian mother, it would be ""mamma,"" the pasta maker at Gradisca. Walking into this quaint brownstone is like taking a step into a trattoria in Emila Romagna, complete with Fellini posters, napkin-covered bread baskets, and a smiling bartender pouring a glass of violet-scented Sangiovese. Pasta plays front and center here and is luckily always handmade. Gorgeous, rose-shaped tortellini are stuffed with mounds of prosciutto and spinach, before being finished by a perfect plum tomato sauce. Secondi are also a must and may include the sublime cotoletta alla Bolognese, a perfectly breaded and pan-fried free-range chicken cutlet topped with a creamy truffle-béchamel sauce and served with a warm spinach budino.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Private dining rooms

, 
Useful information

Address 126 W. 13th St., New York 10011
Phone +12126914886
Website: http://www.gradiscanyc.com


Driving directions

]","Gradisca, 126, West 13th Street, Washington Square Village, Manhattan, New York County, NYC, New York, 10011, United States of America",114,37.0,40.7370855,-73.9986334,0,0,13
Luzzo's,"211-13 1st Ave., New York, NY 10003", Pizza,"A treasured century-old coal oven is the heart of this quirky Neapolitan-style pizza parlor, lined with exposed brick, mismatched chairs, and kitschy knickknacks. Italian music plays softly beneath the buzz of this ever-busy restaurant, as loyal crowds wait patiently outside for the piping hot pies topped with melting mozzarella. A deep understanding of the art of bread baking is evident in every pie pulled from the coal-burning oven. The diavola features a tender, black-blistered crust topped with thin slices of spicy-salty salami, light and chunky tomato sauce beneath dollops of mozzarella. Round, square, and even puffy fried pies are all crafted with care at this convivial spot. For dessert, the zeppole di Nutella are an unabashed crowd-pleaser.	","[
Meal prices

$25 to $50

, 
Useful information

Address 211-13 First Ave., New York 10003
Phone +12124737447
Website: http://www.luzzospizza.com


Driving directions

]","1st Avenue, Kips Bay, Manhattan, New York County, NYC, New York, 10010, United States of America",117,37.0,40.7343711,-73.9803465,0,0,12
Balade,"208 1st Ave., New York, NY 10009", Lebanese,"Honing in on the cuisine of Lebanon, Balade is a welcoming and tasty Middle Eastern experience fronted by a cheerful red awning. The spotless room is accented with tile, brick, and wood; and each table bears a bottle of private label herb-infused olive oil. The menu begins with a glossary of traditional Lebanese ingredients and the explanation that Balade means ""fresh, local."" The meze; grilled meat-stuffed sandwiches; and Lebanese-style pizzas called manakeesh topped with the likes of lean ground beef, chopped onion, and spices are all fresh-tasting indeed. House specialties are also of note, like the mujaddara crush-a platter of lentils and rice topped with crispy fried onions as well as a salad of cool, chopped cucumber and tomato.	","[
Meal prices

under $25

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 208 First Ave., New York 10009
Phone +12125296868
Website: http://www.baladerestaurants.com


Driving directions

]","Balade, 208, 1st Avenue, East Village, Manhattan, New York County, NYC, New York, 10009, United States of America",119,18.5,40.7303084,-73.9830914,0,0,13
Au Za'atar,"188 Ave. A, New York, NY 10009", Middle Eastern,"Don't let the simple décor fool you-what this Arabian- French bistro lacks in ambience, it more than makes up for in mouthwatering Middle Eastern cuisine. The menu features such delights as lamb shank braised with Armagnac and prunes, delicious char-grilled meats, and many meze. Of course, every meal here begins with fresh, piping hot pita. Hot, tender, and brushed with olive oil, the bread is sprinkled with the namesake spice blend along with a hearty dollop of labne. Pair it with an appetizer of batin jan makdous, pickled baby eggplants stuffed with garlic-walnut paste, then move on to the kafta kebab. Juicy and well-seasoned, this charred ground beef skewer arrives plated with grilled tomato and onion, crunchy salad, and rice pilaf.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 188 Ave. A, New York 10009
Phone +12122545660
Website: http://www.auzaatar.com


Driving directions

]","188, Avenue A, Alphabet City, Manhattan, New York County, NYC, New York, 10009, United States of America",121,37.0,40.7289279,-73.981261,0,0,12
Northern Spy Food Co.,511 E. 12th St. 10009, American,"This enticing Alphabet City café beckons with its countrified setting and fiercely ingredient-driven comfort food. Reclaimed hickory flooring and salvaged wood tabletops fill the petite room dressed with framed mirrors, vintage wallpaper, and a banquette painted robin's egg blue. The look is unbeatably quaint. The cuisine also happens to be innovative, as in a snack of pork sticky rolls swiped with parsnip glaze, or a first course of roasted sunchokes, fennel, and clementine sements pierced with dried black-garlic chips. The night's offering of organic-pastured local pork may reveal tender slices of pan-seared loin fanned over jalapeño cornbread that has been cooked down to ""polenta."" On Sunday nights, enjoy a three-course prix-fixe for under $30.00.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 511 E. 12th St., New York 10009
Phone +12122285100
Website: http://www.northernspyfoodco.com


Driving directions

]","511, East 12th Street, East Village, Manhattan, New York County, NYC, New York, 10009, United States of America",114,37.0,40.72894775,-73.9806041139,0,0,12
15 East,15 E. 15th St. 10003, Japanese,"A Japanese restaurant divided in two: you can perch at the counter and watch the sushi chefs in action or you can go next door and sit at a table in a slickly run, narrow room decked out in earthy tones. Either way, you'll be well looked after by an attentive team. The menu is also divided-between sushi and sashimi from the bar, and hot dishes from the kitchen. There is an impressive selection of the former, with the sashimi being particularly worthy. The hot dishes range from the traditional to the more innovative and adapted. Avoid the over-generously battered tempura and go instead for the soba noodles, made in house and served with a choice of topping such as uni or ikura, or the rich squid ink risotto with spear squid.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Wheelchair accessible
Notable sake list

, 
Useful information

Address 15 E. 15th St., New York 10003
Phone +12126470015
Website: http://www.15eastrestaurant.com


Driving directions

]","15 East, 15, East 15th Street, Flatiron, Manhattan, New York County, NYC, New York, 10003, United States of America",132,62.0,40.73634125,-73.9917708736,0,0,13
Tocqueville,1 E. 15th St. 10003, Contemporary,"Be it lunch or dinner, few New York restaurants convey the civility found at Tocqueville, courtesy of Chef Marco Moreira and his wife Joann Makovitzky. The serene, butterscotch-colored room features spaciously arranged tables draped with starched linen and laden with sparkling cutlery and stemware. Tocqueville's location, just steps away from the Union Square Greenmarket, influences its seasonally driven menu. A salad of frisée, shaved celery, and roasted local pear arranged with slices of nutty Cato Farm cheddar is a delightful starting point. House-made silken tofu presented with ginger-infused mushroom broth demonstrates the kitchen's global inspiration. Excellent desserts may offer a candied chestnut Napolean garnished with brandy sorbet.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
A particularly interesting wine list
Private dining rooms

, 
Useful information

Address 1 E. 15th St., New York 10003
Phone +12126471515
Website: http://www.tocquevillerestaurant.com


Driving directions

]",0,107,37.0,40.7366772,-73.9949071,0,0,13
Untitled,"99 Gansevoort St., New York, NY 10014", American,"Who can outshine a world-renowned museum like the Whitney? Danny Meyer can-especially when his new restaurant, Untitled, is housed on site. Located by the entry to the popular High Line, the stunning, modern restaurant is a work of art itself, with floor-to-ceiling windows, sleek red chairs, and a beautiful semi-open kitchen. Talented Chef Michael Anthony oversees the operations here (chef de cuisine is Suzanne Cupps), and the results are anything but ordinary: witness a bright starter of marinated mussels with crisp fava, yellow eye beans and edible flowers; or a tangle of stradette tossed with broccoli rabe pesto, French beans, tender sweet mushrooms, and fresh cheese. Close with an ultra-decadent triple-layer peanut butter and blueberry crunch cake.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch

, 
Useful information

Address 99 Gansevoort St., New York 10014
Phone +12125703670
Website: http://www.untitledatthewhitney.com


Driving directions

]","The Whitney, 99, Gansevoort Street, Chelsea, Manhattan, New York County, NYC, New York, 10014, United States of America",117,37.0,40.7396387,-74.0088642458,1,0,13
Crispo,240 W. 14th St. 10011, Italian,"Convivial Crispo is a breath of fresh, rustic air. A protruding façade shelters its terrazza, while the back garden decked in smooth river stones feels warmer. The inside is dark and low-slung with brick walls, mosaic floors, and wrought-iron seats set around tiny, round tables. A plating station and kitchen reside in the back, as the full bar hums up front. Courteous waiters attend to neatly arranged tables groaning beneath refined yet peasant-hearty food. Angel hair pasta is twirled around fresh seafood and then tossed in a fresh cherry tomato-cream sauce. Three tender lamb chops scottaditto (glistening with an herb-olive oil marinade) and served beside a goat cheese-polenta cake, could be sealed with a kiss of passion fruit or coconut sorbet.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside
Private dining rooms

, 
Useful information

Address 240 W. 14th St., New York 10011
Phone +12122291818
Website: http://www.crisporestaurant.com


Driving directions

]","240, West 14th Street, Chelsea, Manhattan, New York County, NYC, New York, 10011, United States of America",121,37.0,40.7391677,-74.0017630595,1,0,13
Coppelia,207 W. 14th St. 10011, Latin American,"Think of ultra-casual Coppelia as a favorite anytime Latin-American diner, ready to please with its enormous menu served 24 hours a day, seven days a week. The space is long and narrow, including a counter for solo guests, checkerboard floors, and cheery yellow walls. Come midnight, the booths are hopping.The Havana salad has nothing to do with its namesake city but is an unbeatable combination of curly kale, queso fresco, toasted pepitas, crunchy mustard seeds, and tomatoes tossed in lemony vinaigrette. Crisp and flaky empanadas have both classic and quirky fillings, ranging from shredded chicken and chorizo to sweet corn. Save room for a towering slice of carrot cake featuring the unique twist of Manchego cheese and zesty lime frosting.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Breakfast
Brunch

, 
Useful information

Address 207 W. 14th St., New York 10011
Phone +12128585001
Website: http://www.coppelianyc.com


Driving directions

]","Coppelia, 207, West 14th Street, Chelsea, Manhattan, New York County, NYC, New York, 10001, United States of America",120,37.0,40.7389331,-73.999968731,1,0,12
Santina,"820 Washington St., New York, NY 10014", Seafood,"When life feels too monochrome, there is now a cure and its name is Santina. This Meatpacking hot spot, courtesy of Mario Carbone, Rich Torrisi, and Jeff Zalaznick, is simply awash with color. From the waitstaff's polo shirts to the vivid, vibrant food, and even the bowls in which it's served, this kaleidoscope of sunny, southern European colors will simply make you feel better about life. It all happens in a glass box under the High Line designed by Renzo Piano-and Carmen Miranda would love the bar. Notionally described as ""Italian coastal cuisine,"" the food's about fish, vegetables, and sharing; and comes with an obvious health dividend. Be sure to start with cecina made with chickpea flour and try the surprisingly light rice and pasta dishes.	","[
Meal prices

over $75

, 

			 Additional information 
			
		

Meals outside
Breakfast
Brunch
Notable cocktail list

, 
Useful information

Address 820 Washington St., New York 10014
Phone +12122543000
Website: http://www.santinanyc.com


Driving directions

]","820, Washington Street, Chelsea, Manhattan, New York County, NYC, New York, 10014, United States of America",126,112.5,40.7395802222,-74.008135,0,0,18
Virginia's,"647 E. 11 St., New York, NY 10009", Contemporary,"Perfectly East Village in scale, this intimate yet ambitious bistro is composed of two slender rooms unified by butterscotch-colored banquettes and whitewashed brick walls hung with framed vintage menus. Fine stemware and items presented on wooden boards lend an upscale manner to the experience. Chef Christian Ramos takes risks while building upon a steady foundation from time spent as a sous chef at Per Se. A crostini of fava bean tapenade and shredded squash is a bright summertime treat-best paired with an icy glass of rosé. Pan-seared striped bass with new potato wedges is sauced with saffron-infused cockle broth; and the black-and-white sablé arranged with a taste of cocoa nib mousse and candied pistachios offers a sweet finish.	","[
Meal prices

$25 to $50

, 
Useful information

Address 647 E. 11 St., New York 10009
Phone +12126580182
Website: http://www.virginiasnyc.com


Driving directions

]","East 11 Street, Alphabet City, Manhattan, New York County, NYC, New York, 10009, United States of America",118,37.0,40.72592,-73.9757849,0,0,13
Paradou,8 Little W. 12th St. 10014, French,"For a restaurant that refuses to take itself too seriously, the crowd-pleasing bistro cuisine here is no joke. At home along a cobblestoned street in the clubby Meatpacking District, Paradou offers a handful of tables and a stocked bar. Move past the vintage French liquor ads and down a brick-lined hallway to find a year-round back garden outfitted with chandeliers, a high glass roof, and tables crafted from vintage wine crates. The menu's foundation is Provençal cooking, but its lighthearted spirit feels free to stray. Begin with Amish bacon ""crack""-chili-spiked bacon jerky made from Pennsylvania Amish pigs. The duck breast is expertly seared, with crisp skin and a pink center. Don't skip the springy crêpes, filled with Nutella and ripe bananas.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside
Brunch

, 
Useful information

Address 8 Little W. 12th St., New York 10014
Phone +12124638345
Website: http://www.paradounyc.com


Driving directions

]","Paradou, 8, Little West 12th Street, Chelsea, Manhattan, New York County, NYC, New York, 10014, United States of America",121,37.0,40.739696,-74.0067808,0,0,12
Blue Water Grill,"31 Union Sq. West, New York, NY 10003", Seafood,"This New York institution has become an iconic part of the Union Square landscape. The stately building is a former bank, with century-old architectural details and marble aplenty. As the name would suggest, the menu leans heavily on seafaring classics with an ample raw bar and sushi counter. But more than anything, this kitchen aims to please, with starters like pork belly sliders topped with tangy fennel-lettuce slaw on a brioche bun. Octopus tentacles are crisp yet perfectly tender inside, served resting atop chickpeas with a deep-red tomato and roasted pepper ragout infused with smoked paprika. Fish is always perfectly handled and often rises well above its accompaniments on the plate. Live jazz is a nightly draw to the downstairs lounge.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch
Private dining rooms

, 
Useful information

Address 31 Union Sq. West, New York 10003
Phone +12126759500
Website: http://www.bluewatergrillnyc.com


Driving directions

]","31, Union Square West, Flatiron, Manhattan, New York County, NYC, New York, 10003, United States of America",121,37.0,40.7366778,-73.9907844,0,0,18
Union Square Cafe,21 E. 16th St. 10003, American,"Sadly Danny Meyer's first born, which opened back in 1985 is due to close at the end of 2015, but thankfully it will relocate blocks away. With that in mind, this institution is sure to be mobbed until the end. Despite the usual crush, there are few other service teams better at making every diner feel like a cherished guest and there are few other bars more comfortable for solo dining. The menu is hailed for its broad appeal. Seasonal salads and starters include the fried calamari, while signature items like the yellowfin tuna burger are an all-time fave. Pastas are expertly prepared, as in the spaghetti Siciliano with swordfish meatballs and spicy tomato sauce. Memorable entrées reveval sea scallops wrapped in thin sheets of crisped and salty prosciutto.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch
A particularly interesting wine list

, 
Useful information

Address 21 E. 16th St., New York 10003
Phone +12122434020
Website: http://www.unionsquarecafe.com


Driving directions

]","21, East 16th Street, Flatiron, Manhattan, New York County, NYC, New York, 10003, United States of America",129,62.0,40.7367761,-73.9910686,0,0,13
Legend Bar & Restaurant,"88 7th Ave., New York, NY 10011", Chinese,"While Legend may offer a nice variety of Asian fare, just stick to the Sichuan specialties and be thoroughly rewarded. Find one of the many highlights in supremely flavorful and tender Chong Qing spicy chicken, loaded with viciously good dried chilies. The house duck is a traditional presentation of roasted and crisped meat with wraps as well as a host of accouterments, including crushed peanuts, fragrant herbs, scallions, and very tasty plum sauce. Bok choy with black mushrooms is a crunchy, simply delicious departure from the intensity of other dishes you may face here.The dining room has a certain hip and chic feel that fosters a lively happy hour scene. Colorful fabrics, striped walls, and statues of deities make for an attractive space.	","[
Meal prices

under $25

, 
Useful information

Address 88 Seventh Ave., New York 10011
Phone +12129291778
Website: http://www.legendrestaurant88.com


Driving directions

]","88, 7th Avenue, Chelsea, Manhattan, New York County, NYC, New York, 10011, United States of America",123,18.5,40.739558,-73.9991822,0,0,13
Laut,15 E. 17th St. 10003, Asian,"Laut is a unique Malaysian restaurant that is at once cheerful and authentic yet never challenging or inaccessible. It is likewise true to its downtown spirit, in a room that features dim lighting and exposed brick prettied with chalk drawings of orchids and water lilies. The personable staff and menu of Southeast Asian delights are as steady as the constant crowd. Popular choices include roti telur, a thin and slightly crisped yet pliable pancake stuffed with scrambled eggs, onions, and peppers, paired with fragrant chicken curry and coconut dipping sauce. The nasi lemak is a dome of coconut rice surrounded with sweet chili shrimp, hard-boiled egg, roasted peanuts, and dried anchovies for mixing into an outrageously good mélange of Malaysian flavors.	","[
Meal prices

$25 to $50

, 
Useful information

Address 15 E. 17th St., New York 10003
Phone +12122068989
Website: http://www.lautnyc.com


Driving directions

]","15, East 17th Street, Flatiron, Manhattan, New York County, NYC, New York, 10003, United States of America",121,37.0,40.73762035,-73.9910508684,1,0,12
Casa Mono,"52 Irving Pl., New York, NY 10003", Spanish,"Casa Mono is tiny, jammed, and totally New York. Furnished with a few closely packed tables that moan under the excess of mouthwatering plates as well as that mighty counter framed by a handful of seats, this grotto-like wine bar is loud, communal-and an absolute thrill. Then consider the service, which moves like clockwork and confirms that this is no slipshod show. The staff may be brisk in their presentation of the kitchen's ambitious renditions of tapas, but with flavors so delicious and concepts inventive, so be it. A faithful mix of locals and hungry out-of-towners convene for fantastic bite-sized eats like buttery bone marrow with smoked caper chermoulah-a house signature that is rich, flavorful, and entirely unmissable. Even the humble bacalao fritter attains new heights here as a deep-fried, fluffy delight coupled with sweet-citrusy alioli. Lastly, fallback plates like razor clams a la plancha in garlic-parsley sauce remain outstanding, consistent, and full of Spanish soul. This kitchen isn't frightened to explore, so skill and innovation are at the forefront of every morsel, including the thick, creamy, and luscious crema catalana con buñuelos. One word comes to mind: bliss. Oenophiles may head next door to drinking-focused sidekick, Bar Jamón.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

A particularly interesting wine list

, 
Useful information

Address 52 Irving Pl., New York 10003
Phone +12122532773
Website: http://www.casamononyc.com


Driving directions

]","52, Irving Place, Flatiron, Manhattan, New York County, NYC, New York, 10003, United States of America",199,62.0,40.7359318,-73.9871779,0,1,13
Standard Grill,"848 Washington St., New York, NY 10014", Contemporary,"Calling the Standard Grill a scene is an understatement. Tucked beneath the High Line in the hugely popular Standard Hotel, this clubby-chic grill blends black-and-white tiles, wood-framed windows overlooking Washington Street, and sidewalk seating with classic New York style. Modern downtown esthetics are reflected in their cadre of beautiful servers donning 1970s vintage plaid uniforms. Given its prime location, hip crowd, and sprawling layout, one might expect the food to falter but the culinary team doesn't disappoint. Baked macaroni hits a home run with its creamy blend of trumpet mushrooms, smoky roasted cauliflower, and tangy taggiasca olives; as does the Southern-style Atlantic swordfish, grilled and topped with a lemon- and green olive-salsa.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch
Private dining rooms

, 
Useful information

Address 848 Washington St., New York 10014
Phone +12126454100
Website: http://www.thestandardgrill.com


Driving directions

]","Biergarten, 848, Washington Street, Chelsea, Manhattan, New York County, NYC, New York, 10014, United States of America",112,37.0,40.7404607,-74.0079856,0,0,18
Aldea,31 W. 17th St. 10011, Mediterranean,"A perfect climate and great scenery-it's easy to see the appeal of life on the Mediterranean. George Mendes' cheerfully run restaurant may not necessarily transport you there but you will leave here feeling as though your serotonin levels have received a timely boost. Those who like to eat whilst deciding what to eat should head straight for the appealing Portuguese selection of petiscos, or snacks-the croquetas de bacalhau and the Serrano ham are good. The main menu is seasonally pertinent and full of dishes to match that southern European climate: they are bright, sunny, and you feel they are doing you good. Nothing says the Med more than sardines-and here they come expertly filleted and dressed with dill and bronzed fennel. But even when the sun's gone down, the kitchen is equally adept at more warming, comforting dishes-try the venison with Swiss chard and chestnuts. The restaurant comes decorated with birch wood and shades of blue and is spread over two narrow rooms. Thanks to the open kitchen, the first floor has more buzz but if you're on a date, ask for the mezzanine level which is a little more intimate.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Notable cocktail list
Private dining rooms

, 
Useful information

Address 31 W. 17th St., New York 10011
Phone +12126757223
Website: http://www.aldearestaurant.com


Driving directions

]","Aldea, 31, West 17th Street, Chelsea, Manhattan, New York County, NYC, New York, 10011, United States of America",191,62.0,40.7387251,-73.9937953,0,1,13
da Umberto,107 W. 17th St. 10011, Italian,"There is a finely tuned harmony to dining at such classic New York restaurants as this one. The Italian menu is familiar and unpretentious, the kitchen is adept, and ingredients are superb. But, what truly sets it apart is an ability to serve exactly what you crave without seeming trite or predictable. Even the look is a perfectly conjured mix of warm neutrals with a sleek yet informal Northern Italian style and impeccably timed servers.Start with the traditional antipasto and then proceed to one of the daily specials like veal Milanese or a lavish dish of garganelli with mushrooms and black truffles. When the dessert cart rolls around, expect an array of excellent house-made sweets like pristine berries under whisked-to-order zabaglione.	","[
Meal prices

over $75

, 

			 Additional information 
			
		

A particularly interesting wine list
Private dining rooms

, 
Useful information

Address 107 W. 17th St., New York 10011
Phone +12129890303
Website: http://www.daumbertonyc.com


Driving directions

]","da Umberto, 107, West 17th Street, Chelsea, Manhattan, New York County, NYC, New York, 10011, United States of America",121,112.5,40.7395688,-73.9959131,0,0,13
Crema,111 W. 17th St. 10011, Mexican,"Thanks to her perseverance, focus, and vision, Chef/owner Julieta Ballesteros has ensured that Crema remains ahead of the curve and at the top of her neighborhood. The long dining room is colorful, with a cactus garden, vibrant Latin music, and a semi-open kitchen for a peek inside the buzz, especially during happy hour when small plates are flying to the bar. Like the vibe, the cooking favors bold tastes over subtlety.Daily soups showcase careful execution-the chicken and rice may look simple but is spiked with lime and topped with cilantro and grated queso fresco for superb comfort. Alambres de filet mignon pleases with lime-marinated and buttery skewered meat, served alongside beer-battered onion rings and bright lemon-basil chimichurri.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 111 W. 17th St., New York 10011
Phone +12126914477
Website: http://www.cremarestaurante.com


Driving directions

]","Crema, 111, West 17th Street, Chelsea, Manhattan, New York County, NYC, New York, 10011, United States of America",117,37.0,40.7396323,-73.9960679,0,0,13
Ootoya,8 W. 18th St. 10011, Japanese,"This Japanese chain boasts more than 300 locations throughout Asia, and now claims three more here in the Big Apple. Thankfully the chic interior does nothing to convey chain dining. Instead, the look is understated with wood slats, ikebana, and muted tones. Ootoya's budget-friendly pricing ensures a full house. Hearty, home-style fare is the hallmark of their expansive menu of (mostly) cooked specialties. House-made tofu, rice bowls, fried free-range chicken with sweet-and-sour sauce, and pork katsu are but just a few of the product-focused items on offer. The lunch sets are an excellent value, built around fine quality fish such as saikyo miso-marinated grilled salmon with chawan mushi, steamed brown rice, and grains, accompanied by a heartwarming miso soup.	","[
Meal prices

$25 to $50

, 
Useful information

Address 8 W. 18th St., New York 10011
Phone +12122550018
Website: http://www.ootoya.us


Driving directions

]","8, West 18th Street, Chelsea, Manhattan, New York County, NYC, New York, 10011, United States of America",119,37.0,40.7388137,-73.9927901,0,0,13
ABC Kitchen,35 E. 18th St. 10003, Contemporary,"Chef Jean-Georges Vongerichten's signature dining chez ABC Carpet and Home began at this rustic yet glossy farm-to-table venue. A hit since opening, the room is an absolute scene. The pretty people are almost as pretty as the room. Service never impresses, but that is of little importance to this gregarious gaggle of devotees. Tables are accented with flowers and soy-based candles, which cast a glow on each plate. Expect the fresh flavors of ruby-red line-caught tuna sashimi marinated in ginger-soy sauce, sparked by fresh mint and red chili. Bowtie pasta with kasha and veal meatballs slicked with reduced, herb-infused jus is a hearty treat. Desserts may elicit cheers, especially the creamsicle tart-an orange-infused rendition of gâteau Basque.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Brunch

, 
Useful information

Address 35 E. 18th St., New York 10014
Phone +12124755829
Website: http://www.abckitchennyc.com


Driving directions

]","35, East 18th Street, Flatiron, Manhattan, New York County, NYC, New York, 10003, United States of America",117,37.0,40.7377492222,-73.9897888889,0,0,18
The Gander,15 W. 18th St. 10011, Contemporary,"This elegant companion to Chef Jesse Schenker's West Village hit, Recette, imbues each dish with distinct originality. The space flows from an inviting front lounge to a cozy back dining room, dressed with burlap ceiling pendants and ivory terrazzo flooring. Go for the four-course prix-fixe dinner to experience this clever and delightful cuisine. Creamy anchovy dressing and meaty bacon join in the chef's take on this classic reinterpretation of a wedge salad. Risotto-style beluga lentils balance intense mushroom stock with a subtle hit of jalapeños. Many dishes highlight delicious restraint, like the pan-roasted branzino with foamy and mild foie-gras veloute. Finish with the slender bar of chocolate torte with white chocolate-miso ganache and fennel ice cream.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 15 W. 18th St., New York 10011
Phone +12122299500
Website: http://www.thegandernyc.com


Driving directions

]","15, West 18th Street, Chelsea, Manhattan, New York County, NYC, New York, 10011, United States of America",116,37.0,40.7390309,-73.9928277,0,0,13
ABC Cocina,38 E. 19th St. 10003, International,"ABC Cocina stands in stark contrast to her wholesome and whitewashed cousin next door, ABC Kitchen. Markedly sexy, this space favors a vampy backdrop furnished with black and magenta lacquered café chairs and metal tables topped with red flowers and bottles of habanero sauce. Accents from Latin America and beyond lilt the menu of small plates, perhaps including sweet potato empanadas delicately crafted and imbued with smoked cherry pepper, paired with lemon yogurt sauce. Tamarind-marinated black sea bass is slender and neat with its lusciously crisped mottled skin still attached, dressed with tart juice and smoky-sweet chipotle barbecue sauce. The tres leches cake coddled with green apple foam and gooey cajeta is an illuminating finish.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch
Notable cocktail list

, 
Useful information

Address 38 E. 19th St., New York 10003
Phone +12126772233
Website: http://www.abccocinanyc.com


Driving directions

]","38, East 19th Street, Flatiron, Manhattan, New York County, NYC, New York, 10003, United States of America",115,37.0,40.7380048,-73.9892504738,1,0,13
Bocca,39 E. 19th St. 10003, Italian,"This trattoria hits all the right notes-and throws in a few novel riffs-to make it as a neighborhood favorite. The Roman cuisine has few faults, and the comfortable setting feels genuine with its parchment-lacquered walls, displayed wine storage, and framed posters of Federico Fellini's classics. Bocca is owned by the team behind Cacio e Pepe in the East Village, so you can expect delicious and dramatically presented tonnarelli cacio e pepe. However, the talented kitchen offers temptations aplenty, such as a bowl of fresh, rich-tasting spaghetti alla chitarra brilliantly dressed with cherry tomato sauce and 'nduja. Twice-cooked pork belly with braised cabbage and celery mostarda is another fine example of their hearty, regional flavors.	","[
Meal prices

$25 to $50

, 
Useful information

Address 39 E. 19th St., New York 10003
Phone +12123871200
Website: http://www.boccanyc.com


Driving directions

]","39, East 19th Street, Flatiron, Manhattan, New York County, NYC, New York, 10003, United States of America",114,37.0,40.7382331,-73.988872189,0,0,13
Craft,43 E. 19th St. 10003, American,"It's been many years since super-celebrity chef and TV personality Tom Colicchio opened Craft to great acclaim. Its popularity hasn't waned and the room is filled nightly with casually affluent New Yorkers. Good looks and a committed service team are the top assets and the décor is timeless yet cozy, aerial yet intimate. Bare bulbs emit a glow over wood tables and that smug, handsome bar should be drawing more diners. The menu's forte lies in its meandering conceit, allowing guests to ""craft"" their own meal. Prices are aggressive and these pristine ingredients often plead for a bit more salt or a bit less cooking, but pastas and desserts are where this kitchen shines. A fall tagliatelle with a bath of white truffles is a stunning example of what's possible.	","[
Meal prices

over $75

, 

			 Additional information 
			
		

Wheelchair accessible
A particularly interesting wine list
Notable cocktail list
Private dining rooms

, 
Useful information

Address 43 E. 19th St., New York 10003
Phone +12127800880
Website: http://www.craftrestaurantsinc.com


Driving directions

]","43, East 19th Street, Rose Hill, Manhattan, New York County, NYC, New York, 10003, United States of America",130,112.5,40.7383206154,-73.9893313846,0,0,18
Cull & Pistol,"75 9th Ave., New York, NY 10011", Seafood,"Cull & Pistol is a sensational seafood spot. This breath of fresh salt-laden air is replete with reclaimed teak tables, brushed steel chairs, and a zinc-topped raw bar groaning with crimson-red crab claws, chilled lobster, shrimp cocktail, and clams from all shores.It's an impressive start tailed by a vast oyster menu and deeply comforting classics that may be slurped up at two-tops inside the cozy space. Then, a whole fish salt-baked in a hefty cask is cracked open, teasing diners with plumes of thyme- and lemon-scented steam. At lunch, the clambake is a briny, heavenly mash-up of lobster, mussels, Dickson's sausage, corn on the cob and fingerling potatoes, served family-style in a rich shellfish broth. Dessert is pure and sweet bliss.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 75 Ninth Ave., New York 10011
Phone +16465681223
Website: http://www.cullandpistol.com


Driving directions

]","Buddakan, 75, 9th Avenue, Chelsea, Manhattan, New York County, NYC, New York, 10011, United States of America",121,37.0,40.7434806,-74.0038343,0,0,13
