name,cuisine,blurb,ZIP,latitude,longitude,avg_USD,stars,bib,assiette,wine,view,garden,outside_dining,air_conditioning,no_dogs,parking,dinner_only,wheelchair,private_dining,with_rooms,booking,lunch_only,dinner_tasting,valet
Emporio, Italian,"Everything at Emporio has been strategically placed, from canned tomatoes by the open kitchen to the pressed-tin ceiling and reclaimed wood accents. It's this Italian-inspired café's attention to detail that has made it a local mainstay, filled with gorgeous crowds and friendly servers. Here, everyone shares conversation over sips set to go with complimentary spreads or ""aperitivo"" like crispy pancetta with rosemary. Although the space is small, flavors are huge, and the same attention that went into décor goes into the food-from grass-feed beef to excellent handmade orecchiette with cauliflower and shrimp. For a real treat, try a Nutella calzone-its wonderfully thin dough oozing with hazelnut-chocolate and topped with fresh cream and hazelnut crumb.",10012,40.72271,-73.99529,37.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn Star, American,"Chef Joaquin Baca's handiwork at Brooklyn Star displays a fun and creative streak that yields admirable results. Pork chops are brined with molasses, striped bass is poached in duck fat, and roasted chicken is glazed with sweet tea and plated with dirty rice. Gluttony will convince you to bolster a meal here with bacon-jalapeño cornbread or buttermilk biscuits. But, let restraint chime in with a tasty raw kale salad; starring golden raisins, toasted peanuts, lemon vinaigrette, and a lacy cheddar crisp on top, it's pleasure on a plate. Though the focus is on the eats, the room is comfortably outfitted with brick red terrazzo floors and grey-trimmed walls. Blonde wood tables are set with bottles of hot sauce, pepper vinegar, and wild flowers.",11211,40.71462,-73.94965,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karczma, Polish,"Located in a slice of Greenpoint that still boasts a sizeable Polish population, Karczma offers a lovely old-world ambience that may belie its age (opened for five-plus years) but perfectly matches its very traditional, budget-friendly menu. Hearty offerings may include peasant-style lard mixed with bacon and spices, or a plate of Polish specialties piled high with pierogies (three varieties, steamed or fried, topped with sliced onions and butter), kielbasa, potato pancakes, hunter's stew, and stuffed cabbage. Grilled plates can be prepared for two or three, while others, like the roasted hocks in beer, could easily feed an army. The quaint, farmhouse-inspired interior is efficiently staffed with smiling servers in floral skirts and embroidered vests.",11222,40.72992,-73.95508,18.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rye, American,"Rye's Classic Old Fashioned-a carefully crafted swirl of liquid amber-is the perfect personification of Chef Cal Elliott's beloved gastropub: strong, satisfying, and comforting. Anchored by a reclaimed mahogany bar, the Brooklyn speakeasy is accented accordingly with creaky plank flooring, a pressed-tin ceiling, and exposed filament bulbs overhead. For even more reasons to imbibe, climb down to the basement offshoot, The Bar Below Rye. Bar snacks such as oysters, cheeses, and duck rillettes with pickled watermelon lead to a succinct lineup of cooking that includes crispy skin seared Scottish salmon dressed with seasonal vegetables and preserved lemon. For dessert, the warm and fudgy molten chocolate cake is another classic Rye gets just right.",11211,40.71274,-73.9577,37.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hunan House, Chinese,"Located along quiet Northern Boulevard in Flushing, Hunan House offers a delicious reprieve from the street. The interior is crisp and sophisticated, with dark, ornately carved wood and thick linen tablecloths. But, the real draw here is the wonderfully authentic Hunanese fare, with its myriad fresh river fish; flavorful preserved meats; complex profiles; and mouth-puckering spice. Hunan House's menu is filled with exotic delights, but don't miss the wonderful starter of sautéed sour string beans featuring minced pork, chilies, ginger, and garlic; smoky dried bean curd with the same preserved meat; or spicy sliced fish-Hunan style, perfectly cooked and served in a delicious pool of fiery red sauce and plated with tender bulbs of bok choy.",11354,40.76325,-73.82975,18.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clover Club, American,"A former shoe store is now an atmospheric rest stop that fashions a spot-on vintage vibe with mosaic-tiled floors, glove-soft leather banquettes, and pressed-tin ceilings dangling etched-glass pendants that glow as warmly as single malt. The glossy mahogany bar (furnished with leather-upholstered bar stools) is overseen by natty bartenders artfully shaking and pouring a stellar selection of libations like the namesake Clover Club-a mixture of gin, dry vermouth, lemon, and raspberry syrup. An excellent savory carte is a perfect counterpoint to such liquid indulgences. Highlights may include herb-marinated hanger steak over toasted baguette spread with horseradish cream; duck fat-fried potato crisps; oysters on the half-shell; and American caviar service.",11201,40.68461,-73.99222,37.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mesa Coyoacán, Mexican,"Mexico City native, Chef Ivan Garcia has settled into this Brooklyn hot spot, where wolfish appetites are sated with richly flavored fare. Fronted by windows that open up to bustling Graham Avenue, the long space is outfitted with patterned wallpaper, snug banquettes, and communal tables. The kitchen's spirited cooking is simply a joy. Partake in tacos featuring hand-crafted tortillas, like the suadero stuffed with beef brisket and avocado salsa; or torta tinga de pollo, packed with shredded chipotle-braised chicken, mashed black beans, pickled jalapeños, and a toasted roll to sop up that delish sauce. Reposado and diced mango enhances the pastel tres leches-and to keep the tequila flowing, hit up nearby Zona Rosa, Chef Garcia's latest venture.",11211,40.71564,-73.94433,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xe Lua, Vietnamese,"Fantastic food is the sole focus of this Vietnamese dive. The décor-albeit stark-highlights a semi-tropical theme and the crowd might be touristy, but don't let that deter you as the food is wonderfully authentic and very reasonable.Condiments atop each table serve to enhance even the most humble goi cuon stuffed with grilled pork and vermicelli. Muc chien don is a plate of chewy, crisped squid tossed in salt, pepper, and tailed by cucumbers and red onion for ample tang; while the house special pho xe lua reveals a rich, savory broth full of noodles, brisket, and beef tendon. Combine this with sprouts, chilies, and herbs for a surefire delight.Enjoy dessert with a Vietnamese iced coffee that will give even your great-aunt Grace the shakes.",10013,40.71668,-73.99913,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBGB Kitchen & Bar, French,"Super chef, Daniel Boulud, shakes off some of his signature upmarket panache with this downtown favorite. The fun-for-all brasserie joins a lively bar area to a rear dining room, open kitchen, and chef's table. The space recalls the Bowery's history as a hub for restaurant supplies: dry goods are prominently shelved, bathroom walls are papered with vintage cookware catalogs, and gleaming copper pots (engraved with the names of famed French chefs) are on display. Luxe burgers and a globally inspired lineup of house-made sausages are all popular. But go on to explore other dishes like the lunch prix-fixe offering decadent country pâté, ricotta and spinach ravioli in Vermont veal Bolognese, as well as a lemon bar with meringue bits and blueberry sorbet.",10003,40.72451,-73.99197,37.0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Tipsy Parson, American,"The masculine bar shelved with books and premium spirits, dining room bric-a-brac, and French doors overlooking a garden clearly convey familiar, homey comfort. Dining here is like visting at an old friend's house, starting with drinks in the living room and ending on the back porch. But with much better food.The chive buttermilk biscuit is a distinctive, flaky force to be reckoned with. Clear Southern flavors are further explored with sour pickles and thick slices of green tomatoes both dredged in cornmeal and deep-fried to piping hot perfection, served with buttermilk dressing, avocado salad, tomato jam, and hatch chile salsa. Small plates like ""big damn shrimp"" do not disappoint, but save room for the superb cornflake-topped crumble for two.",10011,40.74422,-74.0026,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Spy Food Co., American,"This enticing Alphabet City café beckons with its countrified setting and fiercely ingredient-driven comfort food. Reclaimed hickory flooring and salvaged wood tabletops fill the petite room dressed with framed mirrors, vintage wallpaper, and a banquette painted robin's egg blue. The look is unbeatably quaint. The cuisine also happens to be innovative, as in a snack of pork sticky rolls swiped with parsnip glaze, or a first course of roasted sunchokes, fennel, and clementine sements pierced with dried black-garlic chips. The night's offering of organic-pastured local pork may reveal tender slices of pan-seared loin fanned over jalapeño cornbread that has been cooked down to ""polenta."" On Sunday nights, enjoy a three-course prix-fixe for under $30.00.",10009,40.72901,-73.98063,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pylos, Greek,"Restaurateur Christos Valtzoglou has found the winning formula with this longstanding hideaway. Although his Heartbreak and Boukies may be faded memories, Pylos continues to sparkle as brightly as the Aegean Sea on a summer day. Taking its name from the Greek translation of ""made from clay,"" this contemporary taverna features a ceiling canopy of suspended terra-cotta pots dressing up a room with whitewashed walls and lapis-blue insets. Pale-green stemware and stark white crockery are used to serve Greek wines and a menu of rustic home-style cooking. Gigantes are baked in honey-scented tomato-dill sauce; grilled marinated octopus is drizzled with balsamic reduction; and anginares moussaka is a creamy vegetarian take on the classic made with artichokes.",10009,40.7261,-73.98407,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breslin, Gastropub,"Not sure you've come to the right place? Just look for those new media hotties climbing out of black cars, and know that you've arrived at The Breslin. Attached to the markedly hip Ace Hotel, this uber-stylish gastropub, known for its pretty patrons and perpetual buzz, is a place to see and be seen. Booths tucked into nooks on one side of the room are by far the best seats in the house, but all is not lost if you can't nab one. Close-knit tables adorned with white china and rustic wooden boards are equally inviting, with views of the open kitchen. If your welcome was a bit...well lukewarm...you'll find that the tee- and tattoo-donning staff warms up as service progresses-not unlike one's appreciation for the chef's outstanding creations. Parmesan and fried parsley leaves gild the romaine in a delicious, very garlicky Caesar salad; just as a coiled link of terrifically flavored merguez is perfectly finished with smoky Marcona almond aïoli. Meanwhile, warm and milky burrata gains great flavor and texture when kissed by nutty hazelnut pesto. Clementine cake frosted with mascarpone and dates is a sweet example of how this kitchen elevates seemingly simple eats to thoroughly stellar treats.",10001,40.74575,-73.98831,62.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A Casa Fox, Latin American,"This bold and bright darling serves superlative Latin fare with fantastic authenticity and a whole lotta love. This is largely thanks to Chef/owner Melissa Fox, who can be seen in the open kitchen or checking on guests in the snug space, filled with Mexican tiles, wide plank floors, and a warming fireplace. Be sure to begin any meal with a selection of empanadas, as in pulled pork with caramelized onion, chorizo and aged manchego, or the outstanding carne enchorizada (seasoned ground beef with onions, tomatoes, yucca, chayote, and potatoes). Other dishes might include the camarones a las brazes, grilled shrimp in a sour-orange marinade wrapped in smoky bacon; or chicken tostones, its pulled meat on a well-grilled round of masa with crema and mango salsa.",10002,40.72165,-73.98859,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don's Bogam, Korean,"At Don's Bogam, the food is fantastic and service indulgent. So, reserve ahead as every seat is filled-from the festive bar up front right down to those fun two-tops sporting blazing grills. Make no mistake-this is no average K-town joint. Inside, a top-notch venting system lets diners enjoy a smoke-free evening of exceptional grilled meats. Start wtih deep-fried pork mandu, which are crisp, on-point, and extra divine. Wonderfully flaky buchu gochu pajeon is studded with chives for perfect flavor; while pork belly marinated in red wine is smoky and supremely tender. For the ultimate payoff, opt for the memorable beef platter featuring thinly sliced macun and yangneuym galbi set beside king trumpet mushrooms-meaty and mouthwatering in their own right.",10016,40.74689,-73.98429,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soba Totto, Japanese,"It's a jam-packed lunchtime operation here at Soba Totto, where business folks gather and quickly fill the popular space. As the name suggests, everyone arrives in droves for the tasty homemade soba. Dinnertime brings a mellower vibe, and a crowd of beer- and sake-sipping patrons ordering tasty plates of spicy fried chicken and yakitori galore. Midday features several varieties of lunch sets. Tasty appetizers may unveil a salad of assorted pickles and simmered daikon in a sweet ginger dressing. Skip over the fried seafood in favor of the soba totto gozen set, which includes the wonderful soba in fragrant dashi; or try one of the many delicious dons topped with tasty tidbits like sea urchin and salmon roe or soy-marinated tuna, grated yam, and egg.",10035,40.75143,-73.9732,37.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Madangsui, Korean,"With a menu that reads like a who's who list of Korean all-star dishes, Madangsui is one of those old-school joints that regulars and first-timers seem to enjoy equally well-most likely because when they do any one of their classic Korean dishes, they hit it out of the park. The setting is clean and simple (think Korean barbecue hall) and the staff genuinely warm and friendly, but the lip-smacking roster of classics is the real draw here. Past the lineup of terrific bi bim baps, don't miss the excellent mandu, fried to perfection and piped with tender pork and vegetables; or japchae, a sweet potato noodle stir fry; or one of the restaurant's increasingly popular lunch specials-imagine a refreshing bowl of naengmyeon served in icy cold broth.",10018,40.74999,-73.98549,37.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Oceana, Seafood,"A more apposite name would be hard to imagine and that's not just because this restaurant serves the bounty of the sea; it also stretches out as far as the eye can see. Get a table in the far corner and you may feel you've sailed to distant shores, while the sheer scale of the room may leave you feeling mildly Lilliputian. Come during the day and you'll witness Corporate America at lunch-and they clearly appreciate the efficiency with which it's run. The menu offers enough choice to satisfy the most demanding of sea dogs: there are oysters and lobsters, classics and more contemporary offerings; there are dishes for two like salt-baked mackerel or paella and, for those who fancy themselves as hunter-gatherers, whole fish.",10019,40.7592,-73.98149,62.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Radiance Tea House, Asian,"Radiance Tea House is a delicious midtown curiosity. The ordinary locale obscures its presence, but one step inside reveals an unexpected world of green tea and tranquility. Walls are shelved with books about tea and wellness to peruse or purchase, as well as a selection of tea tins and ceramic ware. Arrive during the lunchtime peak and the scent of rice wine vinegar wafts through the air from tables loaded with dumplings and dipping sauce. A vast selection of loose-leaf blends is offered to be enjoyed alongside chicken wontons with house-made chili oil, green tea soba noodles with sesame sauce, and shrimp-stuffed baby bok choy. Tea lovers note that a traditional Chinese tea ceremony can be booked one day in advance for a minimum of two persons.",10019,40.76401,-73.98089,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brinkley's, Gastropub,"Brinkley's seems to be the provincial ""pub"" for everyone from students and hipsters to executives looking for a thirst quencher and bite after work. This easy and informal spot wears a boho-chic look with metallic stools lining a zinc-topped bar, a black-and-white checked floor, and burgundy leather booths. The team fits the casual, neighborhood feel of its vibrant yet rather noisy surroundings.Find such straightforward delights as a grilled chicken salad with walnuts, grapes, and red onion in a shallot vinaigrette. Then, move on to a deliciously crusty lobster club filled with bacon and avocado, served with sweet potato fries. A taste of their moist bread pudding topped with whipped cream will ensure some very simple, homespun bliss.",10012,40.72115,-73.99781,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caravaggio, Italian,"Nestled among Madison Avenue boutiques and commanding a rather formal air, this highbrow Italian dining room is a good reason to dress up and splurge. The slender setting is adorned with silk-lined walls, sleek leather seating, and evocative artwork. The well-dressed staff is serious, but their hospitality is genuine. The team of highly experienced co-chefs is equally intense in turning out their skilled cooking. Antipasti might include an elegant, warm octopus salad with baby artichoke and crispy potatoes, while heartier options may feature house-made cavatelli with jumbo crabmeat and sea urchin. Lunch offers a more pared-down experience, but a bowlful of velvety pasta e fagioli stocked with plump borlotti beans is a perfect post-shopping tonic.",10021,40.77349,-73.96469,62.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Community Food & Juice, American,"As part of Columbia University's sprawl, this address is a godsend for students, faculty, and locals from morning to night. Although it's spacious with plenty of outdoor options, the popular spot doesn't accept reservations-and has the lines to prove it. Executive Chef/partner Neil Kleinberg (also of downtown fave Clinton St. Baking Company) turns out joyful fare, and the weekly blueberry pancake special is just one reason why this place gets so much love. For lunch, a kale salad with artichoke hearts, pickled carrots, and crispy chickpeas is anything but rote. Come dinnertime, the fish or steak of the day has revealed pan-seared mahi-mahi with roasted cauliflower and black truffle beurre blanc, or grilled strip steak brushed with glistening teriyaki.",10115,40.80611,-73.96565,37.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Taqueria Tlaxcalli, Mexican,"What this sweet little Mexican spot lacks in looks it makes up for in personality-plus a warm, inviting atmosphere that draws a constant stream of locals. Behind the counter, a smiling staff prepares each order with machine gun speed, and professional servers are quick to help anyone not fluent in Spanish. Daily specials could include anything from a complex mole to slow-braised goat with broth, though the menu is rife with options. Begin with a torta, stuffed with steak, layers of beans, avocado, onions, lettuce, and a bright chipotle mayo. In the molcajetes, grilled cactus strips, Mexican sausage, and tortillas are sautéed and then buried under a spicy green sauce and sprinkled with queso. A nice end is found in a cool disk of coconut flan.",10462,40.83631,-73.85489,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Almacen, Argentinian,"This Argentinian grill is a carnivore's delight with its menu of meaty entrées from the grill (de la parrilla) like the parrillada featuring hearty ribeye and chorizo with truffle fries; or the ""kitchen"" offerings (de la cocina) which might include malbec-braised short ribs with sweet potato purée and Brussels sprouts. These hearty creations are best followed by dulce de leche in one of its several guises. El Almacen, which means general store in Spanish, boasts a dark, rustic, and atmospheric setting replete with creaking wood furnishings, shelves of bric-a-brac, and cast iron skillets mounted on a brick wall. The bar is inviting, amply stocked with wine bottles, and set against a backdrop of creamy white tiles warmed by the candlelit room.",11211,40.7167,-73.9564,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
East Harbor Seafood Palace, Chinese,"Dim sum is a well-orchestrated dance at this boisterous hall, where small crowds wait for a spot at one of the large round tables for an indulgent weekend brunch. Steaming carts roll by and waiters ferry trays briskly into the red dining room with shiny gold accents. Service is quick but helpful; the constant clatter of chopsticks and rollicking groups are part of the fun. Eyes can guide the ordering when it comes to the dim sum carts, stocked with authentically prepared bites. Try the plump shrimp siu mai followed by rice noodles wrapped around crunchy whole shrimp and doused in a salty-sweet soy sauce. Snappy, stir-fried green beans are addictively crunchy. Don't miss the Singapore mei fun, a mound of vermicelli noodles with shrimp, pork, and scallions.",11220,40.63343,-74.01442,37.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fonda, Mexican,"A lively retreat set in a quiet neighborhood, Fonda is a local darling for creative Mexican food. Tiny tables are tightly packed into the dim room, where blood-red walls, a black ceiling, and paintings hanging over exposed brick create an intimate feel. Metal fans spin overhead and soft Mexican tunes are almost drowned out by animated conversations. Looking for tacos? Go elsewhere. This menu is more nuanced with such appetizing items as duck zarape, a mound of tender, shredded duck between warm, flaky tortillas and blanketed in a roasted tomato-habanero sauce. Pescado en chile atole is equally layered with flavor, featuring ancho-rubbed red snapper over creamy fingerling potatoes and tender poblanos. Outposts also reside in Chelsea and the East Village.",11215,40.66368,-73.98461,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Juventino, Contemporary,"A lovely storefront opens into this airy restaurant with distressed wood details and whitewashed walls lending a rustic farmhouse vibe. Tables are lined with pages from old cookbooks and the walls have vintage mirrors and shelves stocked with an impressive selection of cookbooks. This Latin-influenced neighborhood spot also has a seasonal back patio for alfresco dining. Daily brunch makes the most of the bright, sunny eggs that enhance many dishes, especially the lush yolks that ooze into the herbaceous pumpkin seed mole over potato hash with thinly sliced chunks of tender lengua. A deliciously chewy grain salad popping with quinoa, barley, and tender beluga lentils in a tart, lemony vinaigrette is a healthy, tasty pick-and an easy favorite.",11215,40.67147,-73.98466,37.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Mimi's Hummus, Mediterranean,"Think meze and you have the right idea behind this heavenly destination for extra-delicious hummus. Though the space is teeny-tiny, a wise, thoughtful design and large windows ferrying swaths of natural light into the dining room make it very inviting. The open kitchen encourages a cheerful vibe and plenty of playful banter between the warm staff and upbeat patrons. Oven-hot pitas arrive ready for scooping up the rich, creamy hummus (a mix of chickpeas, tahini, onion, and cumin). A variety of garnishes are also available, including meaty mushrooms, which are a worthy companion to the silky signature dish. Pickles are a necessary side with an Iraqi sandwich stuffed with hardboiled egg, fried eggplant slices, boiled potato...and yes...more hummus.",11218,40.64031,-73.96688,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miranda, Fusion,"The cuisines of Latin America and Italy join for a splendid union at this Williamsburg trattoria, run by husband-wife team Sasha and Mauricio Miranda. The pretty space is illuminated with jewel-toned votives and boasts a cement floor inlaid with oak, straw seat chairs, and exposed brick. Beyond this, the chef puts her impressive experience to work in the open kitchen. The house-made pappardelle is a perfect example of Miranda's unique approach: the wide delicate strands of pasta clutch on to bits of slow-cooked lamb in a dark, earthy, mole tasting of dried chilies, sweet spices, and bitter chocolate. Other items may include grilled baby octopus with avocado and jalapeño, or roasted pork tenderloin with tomato and cumin-scented Arborio rice.",11249,40.71996,-73.95784,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanoreen, Middle Eastern,"One of the city's finest Middle Eastern experiences is tucked into an unassuming Bay Ridge corner and run by Chef/owner Rawia Bishara and her daughter. Meals graciously commence with pickled vegetables and za'atar-dusted flatbread and are followed by a tableful of unique plates brimming with flavors and colors. Turkish salad is actually a bright red tomato spread shot with harissa and dressed with bits of diced cucumber and a drizzle of excellent olive oil. Appetizers are numerous, but try to fit in the chicken fetti: an entrée of basmati rice pilaf studded with toasted, broken vermicelli and topped with spicy bits of chicken, slivered toasted almonds, a generous drizzle of yogurt-tahini sauce, and chopped parsley for a fresh, final note.",11209,40.6309,-74.02772,37.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Umi NOM, Asian,"Discerning Pratt students likely inspired the team behind Umi NOM, a fun and adventurous area standout. Outfitted in wood paneling and pew-like benches, the narrow space incorporates intriguing design elements and bamboo ornaments to keep the eyes as pleased as the palate-and rises well above the typical takeout joints that line this unremarkable block. The lack of a liquor license is all but forgotten with a sip of the thirst-quenching calamansi juice to pair with fusion tacos stuffed with strips of pig's ear, pickled onions, smoked spicy salsa, and more. Don't miss the pad krapow made with ground beef, long beans, Thai chilies, and clove-like holy basil. Pork belly adobo, braised for three hours in coconut milk and spices, is a thing of beauty.",11205,40.69062,-73.95997,37.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Imperial Palace, Chinese,"You might mistake Imperial Palace for one of those red awning-covered restaurants on this strip of Chinese eateries-but don't. While it may share the same lettered signage, wide windows, and nondescript facade, inside find some of the best sticky rice and Dungeness crab Flushing has to offer. Seafood is front and center, with servers promptly presenting everything from deep-fried jumbo shrimp tossed with candied sesame walnuts to shrimp-stuffed tofu with slices of conch. It's easy to plow through all the fresh shellfish dishes with a chilled beer and sweet rice, but try to leave room for the clam casserole: a spicy broth full of Cantonese flavors, loads of onions, and small, briny clams, finished with a sprinkling of crisp coriander stems.",11354,40.76196,-73.83062,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Pepper, Chinese,"Set on an ordinary block of residences and businesses is Little Pepper, a tiny yet extraordinary rendition of Sichuan cooking. The room wears a delicate vibe with hand-painted murals, marble-tiled floors, and a cozy service bar. But, the real focus remains on the food, which is honest, bold, and always on-point. Sample soft and yielding mapo tofu, sweet with minced pork, fiery with chilies, and smoky with ground peppercorns sinking into a thick, oily gravy; or shredded pork tossed with potato strands and pickled cabbage to truly appreciate their excellent (if occasionally) underrated food. Pine nuts sautéed with corn and snow pea leaves are marvelous for mellow palates, while chicken stir-fried with dried red chilies is a hit among those on a spice trip.",11356,40.78249,-73.84613,18.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Main Street Imperial Taiwanese Gourmet, Chinese,"It's a real journey to this Taiwanese treasure-not only in its trek from the closest subway stop, but more importantly, in the experience. Here, the staff speaks their mother tongue for the most part, incense wafts from an altar, and the food is otherworldly. Dishes present dazzling, authentic flavors, easily savored in the peaceful atmosphere. Sweet, head-on shrimp arrive steamed and still in the shell, housing juice that accentuates the concentrated flavor when dipped in soy sauce. Likewise, the stinky tofu (a traditional delicacy) gets its flavor from a light sauté and a finish of kimchi-style pickles. And if you're any sort of fan of the famed oyster pancake, this outstanding version will remain in your memory long after the lengthy ride home.",11355,40.74357,-73.82591,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sik Gaek, Korean,"There may be glitzier Korean spots in town, but insanely delicious, exceedingly simple Sik Gaek assures a good time, every time. Dressed in silly costumes, the staff is always having a blast in this seasonally decorated shack-like dining room featuring corrugated metal roofs, street lights, buckets for shells, and walls papered in dollar bills. Booths along the edge are filled with noisy regulars. The kitchen serves the ocean's bounty, starting with a deliciously crisp and gargantuan pancake, pajeon, studded with seafood and kimchi begging to be dipped in enticingly salty soy-sesame sauce. A cloudy soup bobbing with tofu arrives piping hot, boasting that sharp, nutty, telltale flavor of fermented bean curd, and seems to have its own restorative powers.",11358,40.76272,-73.80388,37.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Taiwanese Gourmet, Chinese,"A truly local spot, Taiwanese Gourmet puts diners in the mood with its semi-open kitchen (a rarity for Chinese restaurants) and tasty food. Natural light floods the walls, which showcase an impressive collection of ancient warrior gear, all beautifully framed as if museum-ready. Menu descriptions are minimal but the staff is happy to elaborate. Excellent technique shines through the Taiwanese specialties, notably in strips of ""shredded beef"" sautéed in a dark, meaty paste, and tossed with dried tofu that balances complex flavors with fresh Chinese celery-a hands down winner on the menu. Likewise, the stir-fry of wonderfully briny clams and basil offers a perfect balance of sweet and salty flavors with oyster sauce, soy, rice wine, and red chilies.",11373,40.73978,-73.87867,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABC Kitchen, Contemporary,"Chef Jean-Georges Vongerichten's signature dining chez ABC Carpet and Home began at this rustic yet glossy farm-to-table venue. A hit since opening, the room is an absolute scene. The pretty people are almost as pretty as the room. Service never impresses, but that is of little importance to this gregarious gaggle of devotees. Tables are accented with flowers and soy-based candles, which cast a glow on each plate. Expect the fresh flavors of ruby-red line-caught tuna sashimi marinated in ginger-soy sauce, sparked by fresh mint and red chili. Bowtie pasta with kasha and veal meatballs slicked with reduced, herb-infused jus is a hearty treat. Desserts may elicit cheers, especially the creamsicle tart-an orange-infused rendition of gâteau Basque.",10003,40.73775,-73.98953,37.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maialino, Italian,"Maialino is a trattoria, but only in theory. As the dining room of the Gramercy Park Hotel designed by the Rockwell Group, and overseen by service maestro Danny Meyer, there's nothing rustic or humble about it. The setting buzzes from day to night, and has established itself as a preferred watering hole for every sort of influencer. Chef Nick Anderer's menu of Roman-inspired delights brings the upscale scene down to earth with an assortment of hearty preparations, like unctuous honeycomb trippa alla Trastaverina braised in a spicy tomato sauce. Enticing pastas include fat tubes of paccheri dressed with silky white beans, pleasantly bitter escarole, and a touch of rosemary. Come dessert, the curiously light ricotta-based panna cotta cannot be missed.",10010,40.73853,-73.98578,37.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Laut, Asian,"Laut is a unique Malaysian restaurant that is at once cheerful and authentic yet never challenging or inaccessible. It is likewise true to its downtown spirit, in a room that features dim lighting and exposed brick prettied with chalk drawings of orchids and water lilies. The personable staff and menu of Southeast Asian delights are as steady as the constant crowd. Popular choices include roti telur, a thin and slightly crisped yet pliable pancake stuffed with scrambled eggs, onions, and peppers, paired with fragrant chicken curry and coconut dipping sauce. The nasi lemak is a dome of coconut rice surrounded with sweet chili shrimp, hard-boiled egg, roasted peanuts, and dried anchovies for mixing into an outrageously good mélange of Malaysian flavors.",10003,40.73768,-73.99101,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamba, Indian,"Tamba's food may be very good, but the genuine hospitality delivered by owner Mr. Malik and his team of servers is memorable. These are the touches that set it well above its Curry Hill brethren. Billed as an Indian grill, many dishes are char-kissed and arrive fresh from the tandoor like succulent jalpari (jumbo shrimp); mint paneer tikka; or haryali kebab, skewered chunks of white meat chicken marinated in an herbaceous coriander-mint purée served over a bed of salad greens and browned onions. Other favorites include channa saag, toothsome chickpeas and finely chopped spinach simmered in onion, tomato, ginger, and fragrant spices. Tamba's special naan is studded with bits of tandoori chicken and is a delicious complement to everything on the menu.",10016,40.74219,-73.98247,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
